seriescode,unit,StatVar
NY.GNP.PCAP.KN,,worldBank/NY_GNP_PCAP_KN
NY.GNP.PCAP.PP.CD,dcs:USDollar,worldBank/NY_GNP_PCAP_PP_CD
NY.GNP.PCAP.PP.KD,,worldBank/NY_GNP_PCAP_PP_KD
NY.GNS.ICTR.CD,dcs:USDollar,worldBank/NY_GNS_ICTR_CD
NY.GNS.ICTR.CN,,worldBank/NY_GNS_ICTR_CN
NY.GNS.ICTR.GN.ZS,dcs:Percent,worldBank/NY_GNS_ICTR_GN_ZS
NY.GNS.ICTR.ZS,dcs:Percent,worldBank/NY_GNS_ICTR_ZS
NY.GSR.NFCY.CD,dcs:USDollar,worldBank/NY_GSR_NFCY_CD
NY.GSR.NFCY.CN,,worldBank/NY_GSR_NFCY_CN
NY.GSR.NFCY.KN,,worldBank/NY_GSR_NFCY_KN
NY.TAX.NIND.CD,dcs:USDollar,worldBank/NY_TAX_NIND_CD
NY.TAX.NIND.CN,,worldBank/NY_TAX_NIND_CN
NY.TAX.NIND.KN,,worldBank/NY_TAX_NIND_KN
NY.TRF.NCTR.CD,dcs:USDollar,worldBank/NY_TRF_NCTR_CD
NY.TRF.NCTR.CN,,worldBank/NY_TRF_NCTR_CN
NY.TRF.NCTR.KN,,worldBank/NY_TRF_NCTR_KN
NY.TTF.GNFS.KN,,worldBank/NY_TTF_GNFS_KN
NYGDPMKTPKDZ,,worldBank/NYGDPMKTPKDZ
OECD.TSAL.1.E0,,worldBank/OECD_TSAL_1_E0
OECD.TSAL.1.E15,,worldBank/OECD_TSAL_1_E15
OECD.TSAL.1.ETOP,,worldBank/OECD_TSAL_1_ETOP
OECD.TSAL.2.E0,,worldBank/OECD_TSAL_2_E0
OECD.TSAL.2.E15,,worldBank/OECD_TSAL_2_E15
OECD.TSAL.2.ETOP,,worldBank/OECD_TSAL_2_ETOP
OECD.TSAL.3.E0,,worldBank/OECD_TSAL_3_E0
OECD.TSAL.3.E15,,worldBank/OECD_TSAL_3_E15
OECD.TSAL.3.ETOP,,worldBank/OECD_TSAL_3_ETOP
OTHR.TAX.PAID.ZS,dcs:Percent,worldBank/OTHR_TAX_PAID_ZS
PA.NUS.ATLS,,worldBank/PA_NUS_ATLS
PA.NUS.FCRF,,worldBank/PA_NUS_FCRF
PA.NUS.PPP,,worldBank/PA_NUS_PPP
PA.NUS.PPPC.RF,,worldBank/PA_NUS_PPPC_RF
PA.NUS.PRVT.PP,,worldBank/PA_NUS_PRVT_PP
per_allsp.adq_pop_tot,,worldBank/per_allsp_adq_pop_tot
per_allsp.ben_q1_tot,,worldBank/per_allsp_ben_q1_tot
per_allsp.cov_pop_tot,,worldBank/per_allsp_cov_pop_tot
per_lm_alllm.cov_pop_tot,,worldBank/per_lm_alllm_cov_pop_tot
per_lm_alllm.cov_q1_tot,,worldBank/per_lm_alllm_cov_q1_tot
per_lm_alllm.cov_q2_tot,,worldBank/per_lm_alllm_cov_q2_tot
per_lm_alllm.cov_q3_tot,,worldBank/per_lm_alllm_cov_q3_tot
per_lm_alllm.cov_q4_tot,,worldBank/per_lm_alllm_cov_q4_tot
per_lm_alllm.cov_q5_tot,,worldBank/per_lm_alllm_cov_q5_tot
per_sa_allsa.adq_pop_tot,,worldBank/per_sa_allsa_adq_pop_tot
per_sa_allsa.ben_q1_tot,,worldBank/per_sa_allsa_ben_q1_tot
per_sa_allsa.cov_pop_tot,,worldBank/per_sa_allsa_cov_pop_tot
per_sa_allsa.cov_q1_tot,,worldBank/per_sa_allsa_cov_q1_tot
per_sa_allsa.cov_q2_tot,,worldBank/per_sa_allsa_cov_q2_tot
per_sa_allsa.cov_q3_tot,,worldBank/per_sa_allsa_cov_q3_tot
per_sa_allsa.cov_q4_tot,,worldBank/per_sa_allsa_cov_q4_tot
per_sa_allsa.cov_q5_tot,,worldBank/per_sa_allsa_cov_q5_tot
per_si_allsi.adq_pop_tot,,worldBank/per_si_allsi_adq_pop_tot
per_si_allsi.ben_q1_tot,,worldBank/per_si_allsi_ben_q1_tot
per_si_allsi.cov_pop_tot,,worldBank/per_si_allsi_cov_pop_tot
per_si_allsi.cov_q1_tot,,worldBank/per_si_allsi_cov_q1_tot
per_si_allsi.cov_q2_tot,,worldBank/per_si_allsi_cov_q2_tot
per_si_allsi.cov_q3_tot,,worldBank/per_si_allsi_cov_q3_tot
per_si_allsi.cov_q4_tot,,worldBank/per_si_allsi_cov_q4_tot
per_si_allsi.cov_q5_tot,,worldBank/per_si_allsi_cov_q5_tot
PRJ.ATT.1519.1.FE,,worldBank/PRJ_ATT_1519_1_FE
PRJ.ATT.1519.1.MA,,worldBank/PRJ_ATT_1519_1_MA
PRJ.ATT.1519.1.MF,,worldBank/PRJ_ATT_1519_1_MF
PRJ.ATT.1519.2.FE,,worldBank/PRJ_ATT_1519_2_FE
PRJ.ATT.1519.2.MA,,worldBank/PRJ_ATT_1519_2_MA
PRJ.ATT.1519.2.MF,,worldBank/PRJ_ATT_1519_2_MF
PRJ.ATT.1519.3.FE,,worldBank/PRJ_ATT_1519_3_FE
PRJ.ATT.1519.3.MA,,worldBank/PRJ_ATT_1519_3_MA
PRJ.ATT.1519.3.MF,,worldBank/PRJ_ATT_1519_3_MF
PRJ.ATT.1519.4.FE,,worldBank/PRJ_ATT_1519_4_FE
PRJ.ATT.1519.4.MA,,worldBank/PRJ_ATT_1519_4_MA
PRJ.ATT.1519.4.MF,,worldBank/PRJ_ATT_1519_4_MF
PRJ.ATT.1519.NED.FE,,worldBank/PRJ_ATT_1519_NED_FE
PRJ.ATT.1519.NED.MA,,worldBank/PRJ_ATT_1519_NED_MA
PRJ.ATT.1519.NED.MF,,worldBank/PRJ_ATT_1519_NED_MF
PRJ.ATT.1519.S1.FE,,worldBank/PRJ_ATT_1519_S1_FE
PRJ.ATT.1519.S1.MA,,worldBank/PRJ_ATT_1519_S1_MA
PRJ.ATT.1519.S1.MF,,worldBank/PRJ_ATT_1519_S1_MF
PRJ.ATT.15UP.1.FE,,worldBank/PRJ_ATT_15UP_1_FE
PRJ.ATT.15UP.1.MA,,worldBank/PRJ_ATT_15UP_1_MA
PRJ.ATT.15UP.1.MF,,worldBank/PRJ_ATT_15UP_1_MF
PRJ.ATT.15UP.2.FE,,worldBank/PRJ_ATT_15UP_2_FE
PRJ.ATT.15UP.2.MA,,worldBank/PRJ_ATT_15UP_2_MA
PRJ.ATT.15UP.2.MF,,worldBank/PRJ_ATT_15UP_2_MF
PRJ.ATT.15UP.3.FE,,worldBank/PRJ_ATT_15UP_3_FE
PRJ.ATT.15UP.3.MA,,worldBank/PRJ_ATT_15UP_3_MA
PRJ.ATT.15UP.3.MF,,worldBank/PRJ_ATT_15UP_3_MF
PRJ.ATT.15UP.4.FE,,worldBank/PRJ_ATT_15UP_4_FE
PRJ.ATT.15UP.4.MA,,worldBank/PRJ_ATT_15UP_4_MA
PRJ.ATT.15UP.4.MF,,worldBank/PRJ_ATT_15UP_4_MF
PRJ.ATT.15UP.NED.FE,,worldBank/PRJ_ATT_15UP_NED_FE
PRJ.ATT.15UP.NED.MA,,worldBank/PRJ_ATT_15UP_NED_MA
PRJ.ATT.15UP.NED.MF,,worldBank/PRJ_ATT_15UP_NED_MF
PRJ.ATT.15UP.S1.FE,,worldBank/PRJ_ATT_15UP_S1_FE
PRJ.ATT.15UP.S1.MA,,worldBank/PRJ_ATT_15UP_S1_MA
PRJ.ATT.15UP.S1.MF,,worldBank/PRJ_ATT_15UP_S1_MF
PRJ.ATT.2024.1.FE,,worldBank/PRJ_ATT_2024_1_FE
PRJ.ATT.2024.1.MA,,worldBank/PRJ_ATT_2024_1_MA
PRJ.ATT.2024.1.MF,,worldBank/PRJ_ATT_2024_1_MF
PRJ.ATT.2024.2.FE,,worldBank/PRJ_ATT_2024_2_FE
PRJ.ATT.2024.2.MA,,worldBank/PRJ_ATT_2024_2_MA
PRJ.ATT.2024.2.MF,,worldBank/PRJ_ATT_2024_2_MF
PRJ.ATT.2024.3.FE,,worldBank/PRJ_ATT_2024_3_FE
PRJ.ATT.2024.3.MA,,worldBank/PRJ_ATT_2024_3_MA
PRJ.ATT.2024.3.MF,,worldBank/PRJ_ATT_2024_3_MF
PRJ.ATT.2024.4.FE,,worldBank/PRJ_ATT_2024_4_FE
PRJ.ATT.2024.4.MA,,worldBank/PRJ_ATT_2024_4_MA
PRJ.ATT.2024.4.MF,,worldBank/PRJ_ATT_2024_4_MF
PRJ.ATT.2024.NED.FE,,worldBank/PRJ_ATT_2024_NED_FE
PRJ.ATT.2024.NED.MA,,worldBank/PRJ_ATT_2024_NED_MA
PRJ.ATT.2024.NED.MF,,worldBank/PRJ_ATT_2024_NED_MF
PRJ.ATT.2024.S1.FE,,worldBank/PRJ_ATT_2024_S1_FE
PRJ.ATT.2024.S1.MA,,worldBank/PRJ_ATT_2024_S1_MA
PRJ.ATT.2024.S1.MF,,worldBank/PRJ_ATT_2024_S1_MF
PRJ.ATT.2039.1.FE,,worldBank/PRJ_ATT_2039_1_FE
PRJ.ATT.2039.1.MA,,worldBank/PRJ_ATT_2039_1_MA
PRJ.ATT.2039.1.MF,,worldBank/PRJ_ATT_2039_1_MF
PRJ.ATT.2039.2.FE,,worldBank/PRJ_ATT_2039_2_FE
PRJ.ATT.2039.2.MA,,worldBank/PRJ_ATT_2039_2_MA
PRJ.ATT.2039.2.MF,,worldBank/PRJ_ATT_2039_2_MF
PRJ.ATT.2039.3.FE,,worldBank/PRJ_ATT_2039_3_FE
PRJ.ATT.2039.3.MA,,worldBank/PRJ_ATT_2039_3_MA
PRJ.ATT.2039.3.MF,,worldBank/PRJ_ATT_2039_3_MF
PRJ.ATT.2039.4.FE,,worldBank/PRJ_ATT_2039_4_FE
PRJ.ATT.2039.4.MA,,worldBank/PRJ_ATT_2039_4_MA
PRJ.ATT.2039.4.MF,,worldBank/PRJ_ATT_2039_4_MF
PRJ.ATT.2039.NED.FE,,worldBank/PRJ_ATT_2039_NED_FE
PRJ.ATT.2039.NED.MA,,worldBank/PRJ_ATT_2039_NED_MA
PRJ.ATT.2039.NED.MF,,worldBank/PRJ_ATT_2039_NED_MF
PRJ.ATT.2039.S1.FE,,worldBank/PRJ_ATT_2039_S1_FE
PRJ.ATT.2039.S1.MA,,worldBank/PRJ_ATT_2039_S1_MA
PRJ.ATT.2039.S1.MF,,worldBank/PRJ_ATT_2039_S1_MF
PRJ.ATT.2064.1.FE,,worldBank/PRJ_ATT_2064_1_FE
PRJ.ATT.2064.1.MA,,worldBank/PRJ_ATT_2064_1_MA
PRJ.ATT.2064.1.MF,,worldBank/PRJ_ATT_2064_1_MF
PRJ.ATT.2064.2.FE,,worldBank/PRJ_ATT_2064_2_FE
PRJ.ATT.2064.2.MA,,worldBank/PRJ_ATT_2064_2_MA
PRJ.ATT.2064.2.MF,,worldBank/PRJ_ATT_2064_2_MF
PRJ.ATT.2064.3.FE,,worldBank/PRJ_ATT_2064_3_FE
PRJ.ATT.2064.3.MA,,worldBank/PRJ_ATT_2064_3_MA
PRJ.ATT.2064.3.MF,,worldBank/PRJ_ATT_2064_3_MF
PRJ.ATT.2064.4.FE,,worldBank/PRJ_ATT_2064_4_FE
PRJ.ATT.2064.4.MA,,worldBank/PRJ_ATT_2064_4_MA
PRJ.ATT.2064.4.MF,,worldBank/PRJ_ATT_2064_4_MF
PRJ.ATT.2064.NED.FE,,worldBank/PRJ_ATT_2064_NED_FE
PRJ.ATT.2064.NED.MA,,worldBank/PRJ_ATT_2064_NED_MA
PRJ.ATT.2064.NED.MF,,worldBank/PRJ_ATT_2064_NED_MF
PRJ.ATT.2064.S1.FE,,worldBank/PRJ_ATT_2064_S1_FE
PRJ.ATT.2064.S1.MA,,worldBank/PRJ_ATT_2064_S1_MA
PRJ.ATT.2064.S1.MF,,worldBank/PRJ_ATT_2064_S1_MF
PRJ.ATT.2529.1.FE,,worldBank/PRJ_ATT_2529_1_FE
PRJ.ATT.2529.1.MA,,worldBank/PRJ_ATT_2529_1_MA
PRJ.ATT.2529.1.MF,,worldBank/PRJ_ATT_2529_1_MF
PRJ.ATT.2529.2.FE,,worldBank/PRJ_ATT_2529_2_FE
PRJ.ATT.2529.2.MA,,worldBank/PRJ_ATT_2529_2_MA
PRJ.ATT.2529.2.MF,,worldBank/PRJ_ATT_2529_2_MF
PRJ.ATT.2529.3.FE,,worldBank/PRJ_ATT_2529_3_FE
PRJ.ATT.2529.3.MA,,worldBank/PRJ_ATT_2529_3_MA
PRJ.ATT.2529.3.MF,,worldBank/PRJ_ATT_2529_3_MF
PRJ.ATT.2529.4.FE,,worldBank/PRJ_ATT_2529_4_FE
PRJ.ATT.2529.4.MA,,worldBank/PRJ_ATT_2529_4_MA
PRJ.ATT.2529.4.MF,,worldBank/PRJ_ATT_2529_4_MF
PRJ.ATT.2529.NED.FE,,worldBank/PRJ_ATT_2529_NED_FE
PRJ.ATT.2529.NED.MA,,worldBank/PRJ_ATT_2529_NED_MA
PRJ.ATT.2529.NED.MF,,worldBank/PRJ_ATT_2529_NED_MF
PRJ.ATT.2529.S1.FE,,worldBank/PRJ_ATT_2529_S1_FE
PRJ.ATT.2529.S1.MA,,worldBank/PRJ_ATT_2529_S1_MA
PRJ.ATT.2529.S1.MF,,worldBank/PRJ_ATT_2529_S1_MF
PRJ.ATT.25UP.1.FE,,worldBank/PRJ_ATT_25UP_1_FE
PRJ.ATT.25UP.1.MA,,worldBank/PRJ_ATT_25UP_1_MA
PRJ.ATT.25UP.1.MF,,worldBank/PRJ_ATT_25UP_1_MF
PRJ.ATT.25UP.2.FE,,worldBank/PRJ_ATT_25UP_2_FE
PRJ.ATT.25UP.2.MA,,worldBank/PRJ_ATT_25UP_2_MA
PRJ.ATT.25UP.2.MF,,worldBank/PRJ_ATT_25UP_2_MF
PRJ.ATT.25UP.3.FE,,worldBank/PRJ_ATT_25UP_3_FE
PRJ.ATT.25UP.3.MA,,worldBank/PRJ_ATT_25UP_3_MA
PRJ.ATT.25UP.3.MF,,worldBank/PRJ_ATT_25UP_3_MF
PRJ.ATT.25UP.4.FE,,worldBank/PRJ_ATT_25UP_4_FE
PRJ.ATT.25UP.4.MA,,worldBank/PRJ_ATT_25UP_4_MA
PRJ.ATT.25UP.4.MF,,worldBank/PRJ_ATT_25UP_4_MF
PRJ.ATT.25UP.NED.FE,,worldBank/PRJ_ATT_25UP_NED_FE
PRJ.ATT.25UP.NED.MA,,worldBank/PRJ_ATT_25UP_NED_MA
PRJ.ATT.25UP.NED.MF,,worldBank/PRJ_ATT_25UP_NED_MF
PRJ.ATT.25UP.S1.FE,,worldBank/PRJ_ATT_25UP_S1_FE
PRJ.ATT.25UP.S1.MA,,worldBank/PRJ_ATT_25UP_S1_MA
PRJ.ATT.25UP.S1.MF,,worldBank/PRJ_ATT_25UP_S1_MF
PRJ.ATT.4064.1.FE,,worldBank/PRJ_ATT_4064_1_FE
PRJ.ATT.4064.1.MA,,worldBank/PRJ_ATT_4064_1_MA
PRJ.ATT.4064.1.MF,,worldBank/PRJ_ATT_4064_1_MF
PRJ.ATT.4064.2.FE,,worldBank/PRJ_ATT_4064_2_FE
PRJ.ATT.4064.2.MA,,worldBank/PRJ_ATT_4064_2_MA
PRJ.ATT.4064.2.MF,,worldBank/PRJ_ATT_4064_2_MF
PRJ.ATT.4064.3.FE,,worldBank/PRJ_ATT_4064_3_FE
PRJ.ATT.4064.3.MA,,worldBank/PRJ_ATT_4064_3_MA
PRJ.ATT.4064.3.MF,,worldBank/PRJ_ATT_4064_3_MF
PRJ.ATT.4064.4.FE,,worldBank/PRJ_ATT_4064_4_FE
PRJ.ATT.4064.4.MA,,worldBank/PRJ_ATT_4064_4_MA
PRJ.ATT.4064.4.MF,,worldBank/PRJ_ATT_4064_4_MF
PRJ.ATT.4064.NED.FE,,worldBank/PRJ_ATT_4064_NED_FE
PRJ.ATT.4064.NED.MA,,worldBank/PRJ_ATT_4064_NED_MA
PRJ.ATT.4064.NED.MF,,worldBank/PRJ_ATT_4064_NED_MF
PRJ.ATT.4064.S1.FE,,worldBank/PRJ_ATT_4064_S1_FE
PRJ.ATT.4064.S1.MA,,worldBank/PRJ_ATT_4064_S1_MA
PRJ.ATT.4064.S1.MF,,worldBank/PRJ_ATT_4064_S1_MF
PRJ.ATT.60UP.1.FE,,worldBank/PRJ_ATT_60UP_1_FE
PRJ.ATT.60UP.1.MA,,worldBank/PRJ_ATT_60UP_1_MA
PRJ.ATT.60UP.1.MF,,worldBank/PRJ_ATT_60UP_1_MF
PRJ.ATT.60UP.2.FE,,worldBank/PRJ_ATT_60UP_2_FE
PRJ.ATT.60UP.2.MA,,worldBank/PRJ_ATT_60UP_2_MA
PRJ.ATT.60UP.2.MF,,worldBank/PRJ_ATT_60UP_2_MF
PRJ.ATT.60UP.3.FE,,worldBank/PRJ_ATT_60UP_3_FE
PRJ.ATT.60UP.3.MA,,worldBank/PRJ_ATT_60UP_3_MA
PRJ.ATT.60UP.3.MF,,worldBank/PRJ_ATT_60UP_3_MF
PRJ.ATT.60UP.4.FE,,worldBank/PRJ_ATT_60UP_4_FE
PRJ.ATT.60UP.4.MA,,worldBank/PRJ_ATT_60UP_4_MA
PRJ.ATT.60UP.4.MF,,worldBank/PRJ_ATT_60UP_4_MF
PRJ.ATT.60UP.NED.FE,,worldBank/PRJ_ATT_60UP_NED_FE
PRJ.ATT.60UP.NED.MA,,worldBank/PRJ_ATT_60UP_NED_MA
PRJ.ATT.60UP.NED.MF,,worldBank/PRJ_ATT_60UP_NED_MF
PRJ.ATT.60UP.S1.FE,,worldBank/PRJ_ATT_60UP_S1_FE
PRJ.ATT.60UP.S1.MA,,worldBank/PRJ_ATT_60UP_S1_MA
PRJ.ATT.60UP.S1.MF,,worldBank/PRJ_ATT_60UP_S1_MF
PRJ.ATT.80UP.1.FE,,worldBank/PRJ_ATT_80UP_1_FE
PRJ.ATT.80UP.1.MA,,worldBank/PRJ_ATT_80UP_1_MA
PRJ.ATT.80UP.1.MF,,worldBank/PRJ_ATT_80UP_1_MF
PRJ.ATT.80UP.2.FE,,worldBank/PRJ_ATT_80UP_2_FE
PRJ.ATT.80UP.2.MA,,worldBank/PRJ_ATT_80UP_2_MA
PRJ.ATT.80UP.2.MF,,worldBank/PRJ_ATT_80UP_2_MF
PRJ.ATT.80UP.3.FE,,worldBank/PRJ_ATT_80UP_3_FE
PRJ.ATT.80UP.3.MA,,worldBank/PRJ_ATT_80UP_3_MA
PRJ.ATT.80UP.3.MF,,worldBank/PRJ_ATT_80UP_3_MF
PRJ.ATT.80UP.4.FE,,worldBank/PRJ_ATT_80UP_4_FE
PRJ.ATT.80UP.4.MA,,worldBank/PRJ_ATT_80UP_4_MA
PRJ.ATT.80UP.4.MF,,worldBank/PRJ_ATT_80UP_4_MF
PRJ.ATT.80UP.NED.FE,,worldBank/PRJ_ATT_80UP_NED_FE
PRJ.ATT.80UP.NED.MA,,worldBank/PRJ_ATT_80UP_NED_MA
PRJ.ATT.80UP.NED.MF,,worldBank/PRJ_ATT_80UP_NED_MF
PRJ.ATT.80UP.S1.FE,,worldBank/PRJ_ATT_80UP_S1_FE
PRJ.ATT.80UP.S1.MA,,worldBank/PRJ_ATT_80UP_S1_MA
PRJ.ATT.80UP.S1.MF,,worldBank/PRJ_ATT_80UP_S1_MF
PRJ.ATT.ALL.1.FE,,worldBank/PRJ_ATT_ALL_1_FE
PRJ.ATT.ALL.1.MA,,worldBank/PRJ_ATT_ALL_1_MA
PRJ.ATT.ALL.1.MF,,worldBank/PRJ_ATT_ALL_1_MF
PRJ.ATT.ALL.2.FE,,worldBank/PRJ_ATT_ALL_2_FE
PRJ.ATT.ALL.2.MA,,worldBank/PRJ_ATT_ALL_2_MA
PRJ.ATT.ALL.2.MF,,worldBank/PRJ_ATT_ALL_2_MF
PRJ.ATT.ALL.3.FE,,worldBank/PRJ_ATT_ALL_3_FE
PRJ.ATT.ALL.3.MA,,worldBank/PRJ_ATT_ALL_3_MA
PRJ.ATT.ALL.3.MF,,worldBank/PRJ_ATT_ALL_3_MF
PRJ.ATT.ALL.4.FE,,worldBank/PRJ_ATT_ALL_4_FE
PRJ.ATT.ALL.4.MA,,worldBank/PRJ_ATT_ALL_4_MA
PRJ.ATT.ALL.4.MF,,worldBank/PRJ_ATT_ALL_4_MF
PRJ.ATT.ALL.NED.FE,,worldBank/PRJ_ATT_ALL_NED_FE
PRJ.ATT.ALL.NED.MA,,worldBank/PRJ_ATT_ALL_NED_MA
PRJ.ATT.ALL.NED.MF,,worldBank/PRJ_ATT_ALL_NED_MF
PRJ.ATT.ALL.S1.FE,,worldBank/PRJ_ATT_ALL_S1_FE
PRJ.ATT.ALL.S1.MA,,worldBank/PRJ_ATT_ALL_S1_MA
PRJ.ATT.ALL.S1.MF,,worldBank/PRJ_ATT_ALL_S1_MF
PRJ.MYS.0T19.FE,,worldBank/PRJ_MYS_0T19_FE
PRJ.MYS.0T19.MA,,worldBank/PRJ_MYS_0T19_MA
PRJ.MYS.0T19.MF,,worldBank/PRJ_MYS_0T19_MF
PRJ.MYS.1519.FE,,worldBank/PRJ_MYS_1519_FE
PRJ.MYS.1519.MA,,worldBank/PRJ_MYS_1519_MA
PRJ.MYS.1519.MF,,worldBank/PRJ_MYS_1519_MF
PRJ.MYS.15UP.FE,,worldBank/PRJ_MYS_15UP_FE
PRJ.MYS.15UP.GPI,,worldBank/PRJ_MYS_15UP_GPI
PRJ.MYS.15UP.MA,,worldBank/PRJ_MYS_15UP_MA
PRJ.MYS.15UP.MF,,worldBank/PRJ_MYS_15UP_MF
PRJ.MYS.2024.FE,,worldBank/PRJ_MYS_2024_FE
PRJ.MYS.2024.MA,,worldBank/PRJ_MYS_2024_MA
PRJ.MYS.2024.MF,,worldBank/PRJ_MYS_2024_MF
PRJ.MYS.2039.FE,,worldBank/PRJ_MYS_2039_FE
PRJ.MYS.2039.MA,,worldBank/PRJ_MYS_2039_MA
PRJ.MYS.2039.MF,,worldBank/PRJ_MYS_2039_MF
PRJ.MYS.2064.FE,,worldBank/PRJ_MYS_2064_FE
PRJ.MYS.2064.MA,,worldBank/PRJ_MYS_2064_MA
PRJ.MYS.2064.MF,,worldBank/PRJ_MYS_2064_MF
PRJ.MYS.2529.FE,,worldBank/PRJ_MYS_2529_FE
PRJ.MYS.2529.MA,,worldBank/PRJ_MYS_2529_MA
PRJ.MYS.2529.MF,,worldBank/PRJ_MYS_2529_MF
PRJ.MYS.25UP.FE,,worldBank/PRJ_MYS_25UP_FE
PRJ.MYS.25UP.GPI,,worldBank/PRJ_MYS_25UP_GPI
PRJ.MYS.25UP.MA,,worldBank/PRJ_MYS_25UP_MA
PRJ.MYS.25UP.MF,,worldBank/PRJ_MYS_25UP_MF
PRJ.MYS.4064.FE,,worldBank/PRJ_MYS_4064_FE
PRJ.MYS.4064.MA,,worldBank/PRJ_MYS_4064_MA
PRJ.MYS.4064.MF,,worldBank/PRJ_MYS_4064_MF
PRJ.MYS.60UP.FE,,worldBank/PRJ_MYS_60UP_FE
PRJ.MYS.60UP.MA,,worldBank/PRJ_MYS_60UP_MA
PRJ.MYS.60UP.MF,,worldBank/PRJ_MYS_60UP_MF
PRJ.MYS.65UP.FE,,worldBank/PRJ_MYS_65UP_FE
PRJ.MYS.65UP.MA,,worldBank/PRJ_MYS_65UP_MA
PRJ.MYS.65UP.MF,,worldBank/PRJ_MYS_65UP_MF
PRJ.MYS.80UP.FE,,worldBank/PRJ_MYS_80UP_FE
PRJ.MYS.80UP.MA,,worldBank/PRJ_MYS_80UP_MA
PRJ.MYS.80UP.MF,,worldBank/PRJ_MYS_80UP_MF
PRJ.POP.1519.1.FE,,worldBank/PRJ_POP_1519_1_FE
PRJ.POP.1519.1.MA,,worldBank/PRJ_POP_1519_1_MA
PRJ.POP.1519.1.MF,,worldBank/PRJ_POP_1519_1_MF
PRJ.POP.1519.2.FE,,worldBank/PRJ_POP_1519_2_FE
PRJ.POP.1519.2.MA,,worldBank/PRJ_POP_1519_2_MA
PRJ.POP.1519.2.MF,,worldBank/PRJ_POP_1519_2_MF
PRJ.POP.1519.3.FE,,worldBank/PRJ_POP_1519_3_FE
PRJ.POP.1519.3.MA,,worldBank/PRJ_POP_1519_3_MA
PRJ.POP.1519.3.MF,,worldBank/PRJ_POP_1519_3_MF
PRJ.POP.1519.4.FE,,worldBank/PRJ_POP_1519_4_FE
PRJ.POP.1519.4.MA,,worldBank/PRJ_POP_1519_4_MA
PRJ.POP.1519.4.MF,,worldBank/PRJ_POP_1519_4_MF
PRJ.POP.1519.NED.FE,,worldBank/PRJ_POP_1519_NED_FE
PRJ.POP.1519.NED.MA,,worldBank/PRJ_POP_1519_NED_MA
PRJ.POP.1519.NED.MF,,worldBank/PRJ_POP_1519_NED_MF
PRJ.POP.1519.S1.FE,,worldBank/PRJ_POP_1519_S1_FE
PRJ.POP.1519.S1.MA,,worldBank/PRJ_POP_1519_S1_MA
PRJ.POP.1519.S1.MF,,worldBank/PRJ_POP_1519_S1_MF
PRJ.POP.2024.1.FE,,worldBank/PRJ_POP_2024_1_FE
PRJ.POP.2024.1.MA,,worldBank/PRJ_POP_2024_1_MA
PRJ.POP.2024.1.MF,,worldBank/PRJ_POP_2024_1_MF
PRJ.POP.2024.2.FE,,worldBank/PRJ_POP_2024_2_FE
PRJ.POP.2024.2.MA,,worldBank/PRJ_POP_2024_2_MA
PRJ.POP.2024.2.MF,,worldBank/PRJ_POP_2024_2_MF
PRJ.POP.2024.3.FE,,worldBank/PRJ_POP_2024_3_FE
PRJ.POP.2024.3.MA,,worldBank/PRJ_POP_2024_3_MA
PRJ.POP.2024.3.MF,,worldBank/PRJ_POP_2024_3_MF
PRJ.POP.2024.4.FE,,worldBank/PRJ_POP_2024_4_FE
PRJ.POP.2024.4.MA,,worldBank/PRJ_POP_2024_4_MA
PRJ.POP.2024.4.MF,,worldBank/PRJ_POP_2024_4_MF
PRJ.POP.2024.NED.FE,,worldBank/PRJ_POP_2024_NED_FE
PRJ.POP.2024.NED.MA,,worldBank/PRJ_POP_2024_NED_MA
PRJ.POP.2024.NED.MF,,worldBank/PRJ_POP_2024_NED_MF
PRJ.POP.2024.S1.FE,,worldBank/PRJ_POP_2024_S1_FE
PRJ.POP.2024.S1.MA,,worldBank/PRJ_POP_2024_S1_MA
PRJ.POP.2024.S1.MF,,worldBank/PRJ_POP_2024_S1_MF
PRJ.POP.2529.1.FE,,worldBank/PRJ_POP_2529_1_FE
PRJ.POP.2529.1.MA,,worldBank/PRJ_POP_2529_1_MA
PRJ.POP.2529.1.MF,,worldBank/PRJ_POP_2529_1_MF
PRJ.POP.2529.2.FE,,worldBank/PRJ_POP_2529_2_FE
PRJ.POP.2529.2.MA,,worldBank/PRJ_POP_2529_2_MA
PRJ.POP.2529.2.MF,,worldBank/PRJ_POP_2529_2_MF
PRJ.POP.2529.3.FE,,worldBank/PRJ_POP_2529_3_FE
PRJ.POP.2529.3.MA,,worldBank/PRJ_POP_2529_3_MA
PRJ.POP.2529.3.MF,,worldBank/PRJ_POP_2529_3_MF
PRJ.POP.2529.4.FE,,worldBank/PRJ_POP_2529_4_FE
PRJ.POP.2529.4.MA,,worldBank/PRJ_POP_2529_4_MA
PRJ.POP.2529.4.MF,,worldBank/PRJ_POP_2529_4_MF
PRJ.POP.2529.NED.FE,,worldBank/PRJ_POP_2529_NED_FE
PRJ.POP.2529.NED.MA,,worldBank/PRJ_POP_2529_NED_MA
PRJ.POP.2529.NED.MF,,worldBank/PRJ_POP_2529_NED_MF
PRJ.POP.2529.S1.FE,,worldBank/PRJ_POP_2529_S1_FE
PRJ.POP.2529.S1.MA,,worldBank/PRJ_POP_2529_S1_MA
