Date,GeoId,Count_Person_25To64Years_EnrolledInEducationOrTraining_Female_AsAFractionOfCount_Person_25To64Years_Female,Count_Person_25To64Years_EnrolledInEducationOrTraining_Male_AsAFractionOfCount_Person_25To64Years_Male,Count_Person_25To64Years_EnrolledInEducationOrTraining_AsAFractionOfCount_Person_25To64Years
2007,dcid:nuts/ITF1,7.3,5.6,6.4
2008,dcid:nuts/ITF1,7.5,6.6,7.1
2009,dcid:nuts/ITF1,5.3,5.9,5.6
2010,dcid:nuts/ITF1,6.3,6.1,6.2
2011,dcid:nuts/ITF1,7.6,5.9,6.8
2012,dcid:nuts/ITF1,8.9,6.3,7.6
2013,dcid:nuts/ITF1,6.7,6.2,6.4
2014,dcid:nuts/ITF1,7.6,9.0,8.3
2015,dcid:nuts/ITF1,7.0,7.3,7.1
2016,dcid:nuts/ITF1,8.1,6.7,7.4
2017,dcid:nuts/ITF1,6.3,5.9,6.1
2018,dcid:nuts/ITF1,6.7,6.7,6.7
2019,dcid:nuts/ITF1,7.6,6.8,7.2
2000,dcid:nuts/ITF2,4.8,4.1,4.5
2001,dcid:nuts/ITF2,5.0,4.3,4.6
2002,dcid:nuts/ITF2,5.0,4.7,4.8
2003,dcid:nuts/ITF2,5.7,4.5,5.1
2004,dcid:nuts/ITF2,6.8,6.7,6.7
2005,dcid:nuts/ITF2,6.9,6.0,6.5
2006,dcid:nuts/ITF2,6.9,5.8,6.4
2007,dcid:nuts/ITF2,7.5,6.3,6.9
2008,dcid:nuts/ITF2,7.6,7.2,7.4
2009,dcid:nuts/ITF2,7.4,6.7,7.0
2010,dcid:nuts/ITF2,7.1,5.9,6.5
2011,dcid:nuts/ITF2,5.6,5.4,5.5
2012,dcid:nuts/ITF2,6.1,6.4,6.2
2013,dcid:nuts/ITF2,6.4,5.5,5.9
2014,dcid:nuts/ITF2,7.2,6.8,7.0
2015,dcid:nuts/ITF2,7.7,7.8,7.7
2016,dcid:nuts/ITF2,6.0,7.1,6.5
2017,dcid:nuts/ITF2,7.6,6.7,7.1
2018,dcid:nuts/ITF2,8.4,7.2,7.8
2019,dcid:nuts/ITF2,8.8,6.6,7.7
2000,dcid:nuts/ITF3,3.9,4.4,4.1
2001,dcid:nuts/ITF3,3.9,3.8,3.9
2002,dcid:nuts/ITF3,3.6,3.6,3.6
2003,dcid:nuts/ITF3,3.7,3.2,3.4
2004,dcid:nuts/ITF3,6.0,5.7,5.8
2005,dcid:nuts/ITF3,5.2,4.9,5.0
2006,dcid:nuts/ITF3,5.5,5.3,5.4
2007,dcid:nuts/ITF3,5.0,5.2,5.1
2008,dcid:nuts/ITF3,5.4,5.0,5.2
2009,dcid:nuts/ITF3,5.2,4.8,5.0
2010,dcid:nuts/ITF3,5.5,5.7,5.6
2011,dcid:nuts/ITF3,4.9,4.7,4.8
2012,dcid:nuts/ITF3,5.7,5.8,5.7
2013,dcid:nuts/ITF3,5.0,5.2,5.1
2014,dcid:nuts/ITF3,5.6,6.1,5.8
2015,dcid:nuts/ITF3,5.4,5.3,5.4
2016,dcid:nuts/ITF3,6.1,5.5,5.8
2017,dcid:nuts/ITF3,6.6,5.9,6.3
2018,dcid:nuts/ITF3,6.1,5.2,5.7
2019,dcid:nuts/ITF3,5.4,5.3,5.3
2000,dcid:nuts/ITF4,4.3,5.1,4.7
2001,dcid:nuts/ITF4,4.1,4.7,4.4
2002,dcid:nuts/ITF4,4.1,4.3,4.2
2003,dcid:nuts/ITF4,3.9,4.1,4.0
2004,dcid:nuts/ITF4,5.3,5.1,5.2
2005,dcid:nuts/ITF4,5.1,4.5,4.8
2006,dcid:nuts/ITF4,5.0,4.7,4.9
2007,dcid:nuts/ITF4,5.4,5.1,5.2
2008,dcid:nuts/ITF4,5.6,5.7,5.7
2009,dcid:nuts/ITF4,5.6,4.5,5.1
2010,dcid:nuts/ITF4,5.3,5.0,5.2
2011,dcid:nuts/ITF4,5.1,4.6,4.9
2012,dcid:nuts/ITF4,5.6,4.3,5.0
2013,dcid:nuts/ITF4,5.0,4.6,4.8
2014,dcid:nuts/ITF4,6.7,5.8,6.3
2015,dcid:nuts/ITF4,5.9,5.3,5.6
2016,dcid:nuts/ITF4,6.6,5.9,6.3
2017,dcid:nuts/ITF4,4.9,5.8,5.3
2018,dcid:nuts/ITF4,5.6,5.3,5.4
2019,dcid:nuts/ITF4,6.1,5.6,5.8
2000,dcid:nuts/ITF5,5.1,5.0,5.1
2001,dcid:nuts/ITF5,4.7,4.3,4.5
2002,dcid:nuts/ITF5,5.2,4.2,4.7
2003,dcid:nuts/ITF5,6.3,4.7,5.5
2004,dcid:nuts/ITF5,6.0,5.5,5.7
2005,dcid:nuts/ITF5,5.8,5.8,5.8
2006,dcid:nuts/ITF5,7.2,5.6,6.4
2007,dcid:nuts/ITF5,7.6,6.6,7.1
2008,dcid:nuts/ITF5,7.4,6.4,6.9
2009,dcid:nuts/ITF5,6.3,6.2,6.2
2010,dcid:nuts/ITF5,6.1,5.4,5.8
2011,dcid:nuts/ITF5,5.8,4.9,5.4
2012,dcid:nuts/ITF5,6.8,6.0,6.4
2013,dcid:nuts/ITF5,5.9,5.6,5.8
2014,dcid:nuts/ITF5,7.4,7.3,7.4
2015,dcid:nuts/ITF5,6.3,5.8,6.0
2016,dcid:nuts/ITF5,7.3,7.9,7.6
2017,dcid:nuts/ITF5,8.0,6.4,7.2
2018,dcid:nuts/ITF5,8.7,7.0,7.9
2019,dcid:nuts/ITF5,7.0,7.0,7.0
2000,dcid:nuts/ITF6,5.4,4.9,5.2
2001,dcid:nuts/ITF6,5.1,4.7,4.9
2002,dcid:nuts/ITF6,4.8,4.2,4.5
2003,dcid:nuts/ITF6,4.9,4.0,4.5
2004,dcid:nuts/ITF6,7.0,6.5,6.7
2005,dcid:nuts/ITF6,6.2,5.7,6.0
2006,dcid:nuts/ITF6,6.0,5.9,5.9
2007,dcid:nuts/ITF6,6.2,6.0,6.1
2008,dcid:nuts/ITF6,6.7,5.8,6.3
2009,dcid:nuts/ITF6,6.7,5.7,6.2
2010,dcid:nuts/ITF6,5.8,5.3,5.6
2011,dcid:nuts/ITF6,5.7,5.4,5.5
2012,dcid:nuts/ITF6,5.6,5.4,5.5
2013,dcid:nuts/ITF6,5.6,5.1,5.4
2014,dcid:nuts/ITF6,6.5,6.8,6.7
2015,dcid:nuts/ITF6,6.4,5.4,5.9
2016,dcid:nuts/ITF6,5.7,5.7,5.7
2017,dcid:nuts/ITF6,6.0,6.1,6.0
2018,dcid:nuts/ITF6,5.6,4.9,5.2
2019,dcid:nuts/ITF6,5.5,5.8,5.7
2000,dcid:nuts/ITG,4.1,3.9,4.0
2001,dcid:nuts/ITG,4.1,3.8,4.0
2002,dcid:nuts/ITG,4.2,3.8,4.0
2003,dcid:nuts/ITG,4.4,3.7,4.1
2004,dcid:nuts/ITG,6.2,4.9,5.6
2005,dcid:nuts/ITG,5.6,4.8,5.2
2006,dcid:nuts/ITG,5.8,5.2,5.5
2007,dcid:nuts/ITG,5.5,5.1,5.3
2008,dcid:nuts/ITG,6.1,5.5,5.8
2009,dcid:nuts/ITG,5.6,4.9,5.3
2010,dcid:nuts/ITG,5.8,4.9,5.4
2011,dcid:nuts/ITG,5.4,4.6,5.0
2012,dcid:nuts/ITG,6.2,4.9,5.5
2013,dcid:nuts/ITG,5.9,4.4,5.2
2014,dcid:nuts/ITG,6.6,6.1,6.3
2015,dcid:nuts/ITG,5.9,5.1,5.5
2016,dcid:nuts/ITG,6.9,5.6,6.3
2017,dcid:nuts/ITG,6.5,5.4,6.0
2018,dcid:nuts/ITG,6.6,5.6,6.1
2019,dcid:nuts/ITG,6.2,5.3,5.7
2000,dcid:nuts/ITG1,3.3,3.5,3.4
2001,dcid:nuts/ITG1,3.5,3.3,3.4
2002,dcid:nuts/ITG1,3.5,3.2,3.4
2003,dcid:nuts/ITG1,3.7,3.0,3.4
2004,dcid:nuts/ITG1,5.6,4.7,5.2
2005,dcid:nuts/ITG1,5.1,4.8,5.0
2006,dcid:nuts/ITG1,5.4,5.3,5.3
2007,dcid:nuts/ITG1,4.9,4.8,4.9
2008,dcid:nuts/ITG1,5.3,5.0,5.1
2009,dcid:nuts/ITG1,5.1,4.6,4.9
2010,dcid:nuts/ITG1,5.0,4.3,4.7
2011,dcid:nuts/ITG1,4.6,4.1,4.3
2012,dcid:nuts/ITG1,5.3,4.3,4.8
2013,dcid:nuts/ITG1,5.0,3.7,4.4
2014,dcid:nuts/ITG1,5.2,5.1,5.2
2015,dcid:nuts/ITG1,5.0,4.4,4.7
2016,dcid:nuts/ITG1,5.8,4.3,5.0
2017,dcid:nuts/ITG1,5.6,4.6,5.1
2018,dcid:nuts/ITG1,5.6,4.8,5.2
2019,dcid:nuts/ITG1,5.0,4.6,4.8
2000,dcid:nuts/ITG2,6.3,5.0,5.7
2001,dcid:nuts/ITG2,6.0,5.2,5.6
2002,dcid:nuts/ITG2,6.1,5.5,5.8
2003,dcid:nuts/ITG2,6.5,5.7,6.1
2004,dcid:nuts/ITG2,7.7,5.6,6.6
2005,dcid:nuts/ITG2,7.1,4.9,6.0
2006,dcid:nuts/ITG2,7.0,4.9,5.9
2007,dcid:nuts/ITG2,7.4,5.9,6.6
2008,dcid:nuts/ITG2,8.4,6.8,7.6
2009,dcid:nuts/ITG2,7.2,5.8,6.5
2010,dcid:nuts/ITG2,8.0,6.8,7.4
2011,dcid:nuts/ITG2,7.7,5.9,6.8
2012,dcid:nuts/ITG2,8.7,6.7,7.7
2013,dcid:nuts/ITG2,8.6,6.3,7.5
2014,dcid:nuts/ITG2,10.5,8.9,9.7
2015,dcid:nuts/ITG2,8.4,7.2,7.8
2016,dcid:nuts/ITG2,10.4,9.4,9.9
2017,dcid:nuts/ITG2,9.4,7.6,8.5
2018,dcid:nuts/ITG2,9.3,7.7,8.5
2019,dcid:nuts/ITG2,9.6,7.4,8.5
2000,dcid:nuts/ITH,5.8,5.7,5.8
2001,dcid:nuts/ITH,5.7,5.1,5.4
2002,dcid:nuts/ITH,5.4,5.2,5.3
2003,dcid:nuts/ITH,5.9,4.9,5.4
2004,dcid:nuts/ITH,7.2,6.3,6.8
2005,dcid:nuts/ITH,6.9,5.5,6.2
2006,dcid:nuts/ITH,7.2,6.1,6.6
2007,dcid:nuts/ITH,7.4,6.2,6.8
2008,dcid:nuts/ITH,7.4,6.4,6.9
2009,dcid:nuts/ITH,7.3,6.4,6.8
2010,dcid:nuts/ITH,7.3,6.1,6.7
2011,dcid:nuts/ITH,6.5,5.5,6.0
2012,dcid:nuts/ITH,7.6,6.6,7.1
2013,dcid:nuts/ITH,7.0,6.1,6.6
2014,dcid:nuts/ITH,9.5,9.0,9.3
2015,dcid:nuts/ITH,9.0,7.9,8.5
2016,dcid:nuts/ITH,10.4,8.9,9.7
2017,dcid:nuts/ITH,10.5,9.0,9.7
2018,dcid:nuts/ITH,11.3,9.6,10.5
2019,dcid:nuts/ITH,11.1,9.4,10.2
2000,dcid:nuts/ITH1,6.6,6.9,6.8
2001,dcid:nuts/ITH1,7.4,6.3,6.8
2002,dcid:nuts/ITH1,6.4,5.3,5.8
2003,dcid:nuts/ITH1,6.5,5.5,6.0
2004,dcid:nuts/ITH1,8.9,6.9,7.9
2005,dcid:nuts/ITH1,7.8,6.8,7.3
2006,dcid:nuts/ITH1,7.0,5.5,6.3
2007,dcid:nuts/ITH1,7.7,6.5,7.1
2008,dcid:nuts/ITH1,7.7,6.6,7.1
2009,dcid:nuts/ITH1,7.7,7.7,7.7
2010,dcid:nuts/ITH1,7.8,7.1,7.5
2011,dcid:nuts/ITH1,6.9,6.9,6.9
2012,dcid:nuts/ITH1,9.0,9.4,9.2
2013,dcid:nuts/ITH1,11.5,10.1,10.8
2014,dcid:nuts/ITH1,13.0,11.7,12.3
2015,dcid:nuts/ITH1,14.0,12.8,13.4
2016,dcid:nuts/ITH1,12.4,9.7,11.1
2017,dcid:nuts/ITH1,11.0,9.1,10.1
2018,dcid:nuts/ITH1,11.1,9.5,10.3
2019,dcid:nuts/ITH1,10.5,9.7,10.1
2000,dcid:nuts/ITH2,5.9,4.4,5.1
2001,dcid:nuts/ITH2,5.5,4.3,4.9
2002,dcid:nuts/ITH2,4.6,3.9,4.2
2003,dcid:nuts/ITH2,4.6,3.8,4.2
2004,dcid:nuts/ITH2,9.0,7.4,8.2
2005,dcid:nuts/ITH2,9.2,6.7,7.9
2006,dcid:nuts/ITH2,9.6,7.8,8.7
2007,dcid:nuts/ITH2,10.7,8.6,9.6
2008,dcid:nuts/ITH2,10.0,8.1,9.0
2009,dcid:nuts/ITH2,10.0,7.9,8.9
2010,dcid:nuts/ITH2,8.9,7.7,8.3
2011,dcid:nuts/ITH2,8.7,7.9,8.3
2012,dcid:nuts/ITH2,11.0,9.4,10.2
2013,dcid:nuts/ITH2,9.7,8.8,9.2
2014,dcid:nuts/ITH2,12.5,11.4,12.0
2015,dcid:nuts/ITH2,10.8,9.2,10.0
2016,dcid:nuts/ITH2,12.7,11.1,11.9
2017,dcid:nuts/ITH2,12.1,10.7,11.4
2018,dcid:nuts/ITH2,12.9,10.5,11.7
2019,dcid:nuts/ITH2,12.9,10.2,11.5
2000,dcid:nuts/ITH3,5.8,5.9,5.8
2001,dcid:nuts/ITH3,5.4,5.2,5.3
2002,dcid:nuts/ITH3,4.9,5.2,5.0
2003,dcid:nuts/ITH3,5.5,4.9,5.2
2004,dcid:nuts/ITH3,6.4,6.0,6.2
2005,dcid:nuts/ITH3,6.6,5.6,6.1
2006,dcid:nuts/ITH3,6.7,6.1,6.4
2007,dcid:nuts/ITH3,7.0,6.0,6.5
2008,dcid:nuts/ITH3,7.1,6.1,6.6
2009,dcid:nuts/ITH3,6.6,5.7,6.2
2010,dcid:nuts/ITH3,6.2,5.6,5.9
2011,dcid:nuts/ITH3,5.9,4.9,5.4
2012,dcid:nuts/ITH3,6.7,5.7,6.2
2013,dcid:nuts/ITH3,6.0,5.4,5.7
2014,dcid:nuts/ITH3,8.1,8.1,8.1
2015,dcid:nuts/ITH3,7.7,6.6,7.2
2016,dcid:nuts/ITH3,9.3,7.7,8.5
2017,dcid:nuts/ITH3,9.8,8.4,9.1
2018,dcid:nuts/ITH3,10.3,9.2,9.8
2019,dcid:nuts/ITH3,10.6,9.1,9.9
2000,dcid:nuts/ITH4,6.1,5.7,5.9
2001,dcid:nuts/ITH4,5.9,5.6,5.8
2002,dcid:nuts/ITH4,5.9,5.2,5.5
2003,dcid:nuts/ITH4,6.3,4.7,5.5
2004,dcid:nuts/ITH4,8.2,8.0,8.1
2005,dcid:nuts/ITH4,6.8,6.6,6.7
2006,dcid:nuts/ITH4,7.3,7.3,7.3
2007,dcid:nuts/ITH4,7.6,8.1,7.9
2008,dcid:nuts/ITH4,7.7,7.4,7.6
2009,dcid:nuts/ITH4,8.1,6.3,7.2
2010,dcid:nuts/ITH4,9.1,7.3,8.2
2011,dcid:nuts/ITH4,6.5,5.5,6.0
2012,dcid:nuts/ITH4,8.1,6.9,7.5
2013,dcid:nuts/ITH4,7.3,6.5,6.9
2014,dcid:nuts/ITH4,11.7,10.6,11.1
2015,dcid:nuts/ITH4,10.1,10.7,10.4
2016,dcid:nuts/ITH4,11.7,12.0,11.8
2017,dcid:nuts/ITH4,11.6,9.3,10.5
2018,dcid:nuts/ITH4,12.6,10.0,11.3
2019,dcid:nuts/ITH4,12.0,9.8,10.9
2005,dcid:nuts/ITH5,6.8,4.8,5.8
2006,dcid:nuts/ITH5,7.4,5.5,6.4
2007,dcid:nuts/ITH5,7.4,5.6,6.5
2008,dcid:nuts/ITH5,7.2,6.1,6.7
2009,dcid:nuts/ITH5,7.4,6.8,7.1
2010,dcid:nuts/ITH5,7.6,6.1,6.9
2011,dcid:nuts/ITH5,7.0,5.6,6.3
2012,dcid:nuts/ITH5,7.9,7.0,7.5
2013,dcid:nuts/ITH5,7.1,6.1,6.6
2014,dcid:nuts/ITH5,9.8,9.0,9.4
2015,dcid:nuts/ITH5,9.5,7.9,8.7
2016,dcid:nuts/ITH5,10.8,9.2,10.0
2017,dcid:nuts/ITH5,10.6,9.4,10.0
2018,dcid:nuts/ITH5,11.9,9.9,10.9
2019,dcid:nuts/ITH5,11.3,9.5,10.4
2000,dcid:nuts/ITI,5.0,5.0,5.0
2001,dcid:nuts/ITI,4.9,4.6,4.8
2002,dcid:nuts/ITI,5.1,4.4,4.8
2003,dcid:nuts/ITI,5.3,4.7,5.0
2004,dcid:nuts/ITI,7.5,6.9,7.2
2005,dcid:nuts/ITI,7.5,6.8,7.1
2006,dcid:nuts/ITI,7.7,6.6,7.1
2007,dcid:nuts/ITI,7.8,6.7,7.3
2008,dcid:nuts/ITI,7.6,7.0,7.3
2009,dcid:nuts/ITI,7.1,6.5,6.8
2010,dcid:nuts/ITI,7.2,6.6,6.9
2011,dcid:nuts/ITI,6.8,5.9,6.4
2012,dcid:nuts/ITI,8.2,7.2,7.7
2013,dcid:nuts/ITI,7.6,6.8,7.2
2014,dcid:nuts/ITI,9.5,8.4,9.0
2015,dcid:nuts/ITI,8.7,8.2,8.4
2016,dcid:nuts/ITI,9.7,9.0,9.4
2017,dcid:nuts/ITI,9.2,8.4,8.8
2018,dcid:nuts/ITI,9.1,8.4,8.7
2019,dcid:nuts/ITI,9.2,8.4,8.8
2000,dcid:nuts/ITI1,5.2,5.2,5.2
2001,dcid:nuts/ITI1,5.5,4.5,5.0
2002,dcid:nuts/ITI1,5.4,4.3,4.9
2003,dcid:nuts/ITI1,5.9,4.8,5.4
2004,dcid:nuts/ITI1,7.0,5.6,6.3
2005,dcid:nuts/ITI1,7.4,6.4,6.9
2006,dcid:nuts/ITI1,7.1,6.9,7.0
2007,dcid:nuts/ITI1,6.8,5.9,6.4
2008,dcid:nuts/ITI1,7.0,6.7,6.9
2009,dcid:nuts/ITI1,7.1,6.6,6.9
2010,dcid:nuts/ITI1,7.6,6.9,7.3
2011,dcid:nuts/ITI1,7.1,5.7,6.4
2012,dcid:nuts/ITI1,8.7,7.1,7.9
2013,dcid:nuts/ITI1,7.3,6.5,6.9
2014,dcid:nuts/ITI1,9.5,8.1,8.8
2015,dcid:nuts/ITI1,9.4,8.7,9.1
2016,dcid:nuts/ITI1,10.8,9.8,10.3
2017,dcid:nuts/ITI1,9.6,8.4,9.0
2018,dcid:nuts/ITI1,10.3,9.7,10.0
2019,dcid:nuts/ITI1,9.8,8.9,9.4
2000,dcid:nuts/ITI2,5.0,5.0,5.0
2001,dcid:nuts/ITI2,5.2,4.4,4.8
2002,dcid:nuts/ITI2,6.2,4.9,5.5
2003,dcid:nuts/ITI2,5.6,4.7,5.2
2004,dcid:nuts/ITI2,7.9,7.4,7.6
2005,dcid:nuts/ITI2,7.9,6.1,7.0
2006,dcid:nuts/ITI2,7.9,6.5,7.2
2007,dcid:nuts/ITI2,8.2,6.8,7.5
2008,dcid:nuts/ITI2,7.7,7.7,7.7
2009,dcid:nuts/ITI2,8.0,6.4,7.2
2010,dcid:nuts/ITI2,8.6,6.2,7.4
2011,dcid:nuts/ITI2,7.5,6.6,7.0
2012,dcid:nuts/ITI2,8.8,7.3,8.1
2013,dcid:nuts/ITI2,8.8,8.1,8.4
2014,dcid:nuts/ITI2,10.0,9.7,9.8
2015,dcid:nuts/ITI2,8.7,8.3,8.5
2016,dcid:nuts/ITI2,10.2,10.4,10.3
2017,dcid:nuts/ITI2,9.2,8.9,9.0
2018,dcid:nuts/ITI2,10.0,8.5,9.3
2019,dcid:nuts/ITI2,10.8,9.6,10.2
2005,dcid:nuts/ITI3,5.7,5.1,5.4
2006,dcid:nuts/ITI3,6.7,5.4,6.1
2007,dcid:nuts/ITI3,5.8,5.5,5.7
2008,dcid:nuts/ITI3,5.6,5.3,5.4
2009,dcid:nuts/ITI3,5.0,4.2,4.6
2010,dcid:nuts/ITI3,4.9,4.5,4.7
2011,dcid:nuts/ITI3,5.5,4.7,5.1
2012,dcid:nuts/ITI3,8.2,6.8,7.5
2013,dcid:nuts/ITI3,7.7,6.9,7.3
2014,dcid:nuts/ITI3,9.2,9.4,9.3
2015,dcid:nuts/ITI3,7.7,7.1,7.4
2016,dcid:nuts/ITI3,9.2,8.0,8.6
2017,dcid:nuts/ITI3,7.9,6.9,7.4
2018,dcid:nuts/ITI3,8.8,6.9,7.9
2019,dcid:nuts/ITI3,8.2,7.2,7.7
2000,dcid:nuts/ITI4,4.7,5.1,4.9
2001,dcid:nuts/ITI4,4.7,4.9,4.8
2002,dcid:nuts/ITI4,5.0,4.5,4.8
2003,dcid:nuts/ITI4,4.8,4.9,4.9
2004,dcid:nuts/ITI4,8.1,8.0,8.1
2005,dcid:nuts/ITI4,7.9,7.6,7.8
2006,dcid:nuts/ITI4,8.2,6.8,7.5
2007,dcid:nuts/ITI4,8.9,7.6,8.3
2008,dcid:nuts/ITI4,8.5,7.7,8.1
2009,dcid:nuts/ITI4,7.6,7.1,7.4
2010,dcid:nuts/ITI4,7.3,7.1,7.2
2011,dcid:nuts/ITI4,6.9,6.2,6.6
2012,dcid:nuts/ITI4,7.7,7.3,7.5
2013,dcid:nuts/ITI4,7.5,6.8,7.2
2014,dcid:nuts/ITI4,9.5,8.3,8.9
2015,dcid:nuts/ITI4,8.5,8.1,8.3
2016,dcid:nuts/ITI4,9.0,8.6,8.8
2017,dcid:nuts/ITI4,9.3,8.7,9.0
2018,dcid:nuts/ITI4,8.2,8.0,8.1
2019,dcid:nuts/ITI4,8.7,8.3,8.5
2000,dcid:nuts/LT,3.6,1.9,2.8
2001,dcid:nuts/LT,4.6,2.3,3.5
2002,dcid:nuts/LT,4.0,1.9,3.0
2003,dcid:nuts/LT,4.7,2.8,3.8
2004,dcid:nuts/LT,7.5,4.3,6.0
2005,dcid:nuts/LT,7.8,4.3,6.1
2006,dcid:nuts/LT,6.8,3.1,5.0
2007,dcid:nuts/LT,7.2,3.7,5.5
2008,dcid:nuts/LT,6.0,3.7,4.9
2009,dcid:nuts/LT,5.5,3.7,4.6
2010,dcid:nuts/LT,5.2,3.5,4.4
2011,dcid:nuts/LT,7.3,4.5,6.0
2012,dcid:nuts/LT,6.2,4.5,5.4
2013,dcid:nuts/LT,6.5,5.2,5.9
2014,dcid:nuts/LT,5.6,4.6,5.1
2015,dcid:nuts/LT,6.5,5.1,5.8
2016,dcid:nuts/LT,6.8,5.1,6.0
2017,dcid:nuts/LT,7.3,4.4,5.9
2018,dcid:nuts/LT,8.3,4.9,6.6
2019,dcid:nuts/LT,8.5,5.5,7.0
2000,dcid:nuts/LT0,3.6,1.9,2.8
2001,dcid:nuts/LT0,4.6,2.3,3.5
2002,dcid:nuts/LT0,4.0,1.9,3.0
2003,dcid:nuts/LT0,4.7,2.8,3.8
2004,dcid:nuts/LT0,7.5,4.3,6.0
2005,dcid:nuts/LT0,7.8,4.3,6.1
2006,dcid:nuts/LT0,6.8,3.1,5.0
2007,dcid:nuts/LT0,7.2,3.7,5.5
2008,dcid:nuts/LT0,6.0,3.7,4.9
2009,dcid:nuts/LT0,5.5,3.7,4.6
2010,dcid:nuts/LT0,5.2,3.5,4.4
2011,dcid:nuts/LT0,7.3,4.5,6.0
2012,dcid:nuts/LT0,6.2,4.5,5.4
2013,dcid:nuts/LT0,6.5,5.2,5.9
2014,dcid:nuts/LT0,5.6,4.6,5.1
2015,dcid:nuts/LT0,6.5,5.1,5.8
2016,dcid:nuts/LT0,6.8,5.1,6.0
2017,dcid:nuts/LT0,7.3,4.4,5.9
2018,dcid:nuts/LT0,8.3,4.9,6.6
2019,dcid:nuts/LT0,8.5,5.5,7.0
2000,dcid:nuts/LT00,3.6,1.9,2.8
2001,dcid:nuts/LT00,4.6,2.3,3.5
2002,dcid:nuts/LT00,4.0,1.9,3.0
2003,dcid:nuts/LT00,4.7,2.8,3.8
2004,dcid:nuts/LT00,7.5,4.3,6.0
2005,dcid:nuts/LT00,7.8,4.3,6.1
2006,dcid:nuts/LT00,6.8,3.1,5.0
2007,dcid:nuts/LT00,7.2,3.7,5.5
2008,dcid:nuts/LT00,6.0,3.7,4.9
2009,dcid:nuts/LT00,5.5,3.7,4.6
2010,dcid:nuts/LT00,5.2,3.5,4.4
2011,dcid:nuts/LT00,7.3,4.5,6.0
2012,dcid:nuts/LT00,6.2,4.5,5.4
2013,dcid:nuts/LT01,6.5,6.1,6.3
2014,dcid:nuts/LT01,5.7,4.8,5.3
2015,dcid:nuts/LT01,6.4,4.5,5.5
2016,dcid:nuts/LT01,6.2,5.5,5.9
2017,dcid:nuts/LT01,6.9,4.7,5.8
2018,dcid:nuts/LT01,8.6,5.7,7.2
2019,dcid:nuts/LT01,9.8,6.3,8.1
2013,dcid:nuts/LT02,6.5,4.8,5.7
2014,dcid:nuts/LT02,5.5,4.6,5.1
2015,dcid:nuts/LT02,6.5,5.3,5.9
2016,dcid:nuts/LT02,7.0,5.0,6.0
2017,dcid:nuts/LT02,7.4,4.3,5.9
2018,dcid:nuts/LT02,8.1,4.5,6.4
2019,dcid:nuts/LT02,7.9,5.1,6.5
2000,dcid:nuts/LU,3.9,5.7,4.8
2001,dcid:nuts/LU,4.7,5.9,5.3
2002,dcid:nuts/LU,6.4,8.9,7.7
2003,dcid:nuts/LU,6.1,6.8,6.5
2004,dcid:nuts/LU,10.1,9.5,9.8
2005,dcid:nuts/LU,8.5,8.5,8.5
2006,dcid:nuts/LU,8.9,7.7,8.3
2007,dcid:nuts/LU,7.6,6.8,7.2
2008,dcid:nuts/LU,9.6,7.8,8.7
2009,dcid:nuts/LU,13.7,13.8,13.8
2010,dcid:nuts/LU,14.2,12.9,13.5
2011,dcid:nuts/LU,13.3,14.5,13.9
2012,dcid:nuts/LU,14.1,14.3,14.2
2013,dcid:nuts/LU,15.2,14.0,14.6
2014,dcid:nuts/LU,15.1,13.9,14.5
2015,dcid:nuts/LU,17.8,18.2,18.0
2016,dcid:nuts/LU,16.9,16.7,16.8
2017,dcid:nuts/LU,17.6,16.9,17.2
2018,dcid:nuts/LU,18.4,17.6,18.0
2019,dcid:nuts/LU,18.5,19.7,19.1
2000,dcid:nuts/LU0,3.9,5.7,4.8
2001,dcid:nuts/LU0,4.7,5.9,5.3
2002,dcid:nuts/LU0,6.4,8.9,7.7
2003,dcid:nuts/LU0,6.1,6.8,6.5
2004,dcid:nuts/LU0,10.1,9.5,9.8
2005,dcid:nuts/LU0,8.5,8.5,8.5
2006,dcid:nuts/LU0,8.9,7.7,8.3
2007,dcid:nuts/LU0,7.6,6.8,7.2
2008,dcid:nuts/LU0,9.6,7.8,8.7
2009,dcid:nuts/LU0,13.7,13.8,13.8
2010,dcid:nuts/LU0,14.2,12.9,13.5
2011,dcid:nuts/LU0,13.3,14.5,13.9
2012,dcid:nuts/LU0,14.1,14.3,14.2
2013,dcid:nuts/LU0,15.2,14.0,14.6
2014,dcid:nuts/LU0,15.1,13.9,14.5
2015,dcid:nuts/LU0,17.8,18.2,18.0
2016,dcid:nuts/LU0,16.9,16.7,16.8
2017,dcid:nuts/LU0,17.6,16.9,17.2
2018,dcid:nuts/LU0,18.4,17.6,18.0
2019,dcid:nuts/LU0,18.5,19.7,19.1
2000,dcid:nuts/LU00,3.9,5.7,4.8
2001,dcid:nuts/LU00,4.7,5.9,5.3
2002,dcid:nuts/LU00,6.4,8.9,7.7
2003,dcid:nuts/LU00,6.1,6.8,6.5
2004,dcid:nuts/LU00,10.1,9.5,9.8
2005,dcid:nuts/LU00,8.5,8.5,8.5
2006,dcid:nuts/LU00,8.9,7.7,8.3
2007,dcid:nuts/LU00,7.6,6.8,7.2
2008,dcid:nuts/LU00,9.6,7.8,8.7
2009,dcid:nuts/LU00,13.7,13.8,13.8
2010,dcid:nuts/LU00,14.2,12.9,13.5
2011,dcid:nuts/LU00,13.3,14.5,13.9
