District,lgdCode,Date,Count_BirthEvent_LiveBirth,Count_BirthEvent_StillBirth,Count_BirthEvent_LiveBirth_AsFractionOf_Count_ChildDeliveryEvent,Count_Infant_VaccineAdministered_BCG,Count_Infant_VaccineAdministered_OPV,Count_Infant_VaccineAdministered_DPTDose1,Count_Infant_VaccineAdministered_DPTDose2,Count_Infant_VaccineAdministered_DPTDose3,Count_ChildVaccinationEvent_MMR,Count_Infant_VaccineSideEffect_Adverse_Deaths,Count_Infant_VaccineSideEffect_Adverse_Others,Count_Death_Infant
Mathura,167,2017-03,36709,82,78.8,57537,29409,1813,2285,3993,55506,,4,3
Mau,168,2017-03,30454,440,77.8,52041,19459,286,276,295,49661,,0,4
Meerut,169,2017-03,34337,324,108.7,93480,32120,3696,11180,14109,89530,,228,96
Mirzapur,170,2017-03,50642,846,103.1,59545,28480,644,1741,4099,52814,,91,15
Moradabad,171,2017-03,55298,1052,99.2,73411,40295,2217,3913,6401,67779,,0,143
Muzaffarnagar,172,2017-03,66088,954,99.3,64549,45424,292,953,2659,56814,,765,19
Pilibhit,173,2017-03,41291,701,97.5,43094,26589,165,562,1652,46979,,5,
Rae bareli,175,2017-03,50538,1416,99.6,61683,37921,1486,2378,4111,62478,,19,
Rampur,176,2017-03,40789,606,101.1,52807,27848,2296,4859,6541,47031,,0,3
Saharanpur,177,2017-03,59427,1221,98.3,92896,59036,485,1108,2490,81943,,0,41
Sambhal,659,2017-03,47995,577,101.6,57092,33301,2571,4385,8238,53076,,0,12
Shahjahanpur,180,2017-03,57101,1250,88.5,75182,39722,674,2173,4985,68419,,2,18
Shamli,660,2017-03,39542,482,99,38475,24824,784,1407,2292,35118,,2,64
Shravasti,181,2017-03,33857,1094,93.8,40945,25138,525,1333,3310,29923,,2,6
Siddharth nagar,182,2017-03,69839,596,99.2,71733,49419,8065,9283,12593,56206,,0,2
Sitapur,183,2017-03,100870,1240,99.2,106231,75768,6062,10656,17253,96655,,148,75
Sonbhadra,184,2017-03,36546,541,99.5,42581,15179,1138,1577,3548,42170,,1398,58
Sultanpur,185,2017-03,38704,474,98.6,47104,30096,336,1244,3276,42371,,46,5
Unnao,186,2017-03,42478,1277,99.2,57653,34803,1773,2458,4269,60236,,0,11
Varanasi,187,2017-03,35833,373,99.7,78694,40770,745,2168,4669,75579,,15,4
Almora,045,2017-03,7169,83,99.5,8074,6237,218,161,75,8506,,946,20
Bageshwar,046,2017-03,3474,17,99.7,3527,1619,0,0,0,3909,,842,1
Chamoli,047,2017-03,5031,70,99.2,6347,5406,0,0,0,6645,,20,10
Champawat,048,2017-03,2717,53,98.5,3759,991,0,0,0,3642,,610,23
Dehradun,049,2017-03,24287,414,99,27776,21326,63,379,441,32118,,346,185
Haridwar,050,2017-03,29738,328,99.8,37914,21920,86,119,110,40636,,18896,152
Nainital,051,2017-03,15813,247,99.2,14592,10516,17,17,7,16512,,20,25
Pithoragarh,053,2017-03,6813,40,99.2,7868,6608,0,0,0,7337,,0,20
Rudra prayag,054,2017-03,2678,29,99.3,3492,4119,0,0,0,3688,,141,5
Tehri garhwal,055,2017-03,5341,67,99.1,9051,4277,0,0,0,10286,,4335,14
Udam singh nagar,056,2017-03,27983,233,99.9,38818,17489,42,40,69,35242,,50,1
Uttar kashi,057,2017-03,4572,124,97.8,5221,3298,0,1,8,5082,,1586,13
Alipurduar,664,2017-03,21679,404,98.8,22713,19689,7,2,10,21651,,192,106
Bankura,305,2017-03,48244,739,99.2,49916,45190,44,20,32,52657,,1800,773
Birbhum,307,2017-03,58155,852,98.8,60245,53406,70,46,62,59531,,3799,1105
Dinajpur dakshin,310,2017-03,23185,423,98.2,23310,21881,0,0,0,24856,,682,307
Darjeeling,309,2017-03,23367,520,86.9,34113,33154,2,1,1,27158,,652,126
Hooghly,312,2017-03,59331,588,99.3,71428,60070,3,10,17,73673,,812,329
Jalpaiguri,314,2017-03,27553,548,98.9,30692,27129,1,1,3,34358,,1937,266
Jhargram,703,2017-03,14648,234,98.9,16006,15084,0,1,1,17688,,1190,149
Kalimpong,702,2017-03,1801,25,99.4,1972,1841,0,0,0,2723,,182,25
Coochbehar,308,2017-03,47347,768,99.1,46371,36384,0,1,1,47277,,2717,538
Kolkata,315,2017-03,81522,2065,98.1,90062,82779,160,284,393,41355,,131,981
Maldah,316,2017-03,93051,1879,98.7,94449,74354,0,0,0,91387,,4145,693
Murshidabad,319,2017-03,142954,2800,98.7,142653,126919,1,3,6,146658,,542,1705
Nadia,320,2017-03,63161,821,98.8,69418,57940,1,1,4,70818,,1174,703
24 paraganas north,303,2017-03,90753,987,99.9,101229,80203,314,326,369,120564,,260,263
Paschim bardhaman,704,2017-03,20869,436,98.2,39379,29347,470,451,489,39122,,2690,335
Medinipur west,318,2017-03,72244,1023,99.1,83448,74071,51,48,89,87813,,2808,998
Purba bardhaman,306,2017-03,114480,2164,98.4,111115,90415,470,457,492,112510,,3181,1546
Medinipur east,317,2017-03,73976,589,99.8,81225,65014,7,16,28,78481,,2148,556
Purulia,321,2017-03,47176,937,98.9,47489,41737,429,346,75,52412,,885,664
24 paraganas south,304,2017-03,115887,1267,99.2,125166,96322,0,0,0,135797,,4331,695
Dinajpur uttar,311,2017-03,57963,1329,97.8,66005,47039,0,0,0,66808,,708,755
Nicobars,603,2019-03,404,10,,336,338,39,20,17,66,,24,3
North and middle andaman,632,2019-03,642,14,,727,577,50,33,46,70,0,11,8
South andamans,602,2019-03,2947,52,,2324,2119,13,7,13,371,0,123,41
Anantapur,502,2019-03,67049,887,,77335,66290,0,0,0,2519,0,20,933
Chittoor,503,2019-03,57265,393,,59311,58804,46,62,88,5739,0,8,628
Y.s.r.,504,2019-03,47170,754,,55520,47787,56,18,22,1434,2,47,447
East godavari,505,2019-03,73032,417,,73260,89812,270,266,231,5010,0,0,1245
Guntur,506,2019-03,75604,397,,82802,81579,61,54,73,52,0,141,1175
Krishna,510,2019-03,65137,483,,65553,63088,19,9,16,253,0,20,713
Kurnool,511,2019-03,74281,1388,,82301,82772,702,630,567,1577,0,160,1237
Prakasam,517,2019-03,50666,398,,57238,53119,0,0,0,0,0,0,311
Srikakulam,519,2019-03,40377,285,,46214,43937,0,0,0,0,0,10,379
Visakhapatanam,520,2019-03,70145,997,,66905,58411,0,0,0,0,0,27,1363
Vizianagaram,521,2019-03,31050,339,,33205,34540,0,0,0,3463,0,0,212
West godavari,523,2019-03,50594,387,,50662,50591,0,0,0,0,0,0,99
Anjaw,628,2019-03,78,2,,155,50,0,0,0,0,0,0,1
Changlang,229,2019-03,1662,16,,2405,1243,7,9,14,0,0,0,3
Dibang valley,230,2019-03,36,1,,31,34,3,0,3,72,0,0,0
East kameng,231,2019-03,673,8,,739,580,15,14,18,151,0,4,6
East siang,232,2019-03,1994,27,,2176,1816,0,1,0,175,2,2,50
Kra daadi,677,2019-03,129,0,,115,94,60,56,46,51,0,0,0
Kurung kumey,233,2019-03,277,2,,565,224,0,0,0,0,0,0,0
Lohit,234,2019-03,987,27,,1077,936,0,0,0,10,0,32,2
Longding,666,2019-03,621,7,,815,268,3,1,7,358,0,0,0
Lower dibang valley,235,2019-03,601,17,,742,657,9,13,4,31,0,7,5
Lower subansiri,236,2019-03,511,8,,570,424,3,3,0,145,0,49,15
Namsai,678,2019-03,989,18,,1765,802,65,75,37,46,0,29,0
Papum pare,237,2019-03,6048,60,,3906,4037,32,25,69,156,0,14,61
Siang,679,2019-03,108,1,,204,81,6,7,6,31,0,0,0
Tawang,238,2019-03,583,11,,736,449,0,0,0,20,0,2,5
Tirap,239,2019-03,466,3,,760,330,,,,,0,0,1
Upper siang,240,2019-03,268,4,,292,272,0,0,0,0,0,0,0
Upper subansiri,241,2019-03,842,16,,948,372,7,2,3,2,0,0,0
West kameng,242,2019-03,743,12,,1080,676,0,0,0,252,0,0,4
West siang,243,2019-03,1092,12,,1146,835,0,0,0,4,0,0,0
Baksa,616,2019-03,8521,148,,12809,4811,2,0,0,363,0,1302,293
Barpeta,280,2019-03,36133,833,,39340,15414,0,0,0,110,0,1288,728
Bongaigaon,281,2019-03,14121,265,,14134,6313,0,0,0,176,0,24,294
Cachar,282,2019-03,41684,1230,,47306,22956,0,0,0,58,0,0,967
Chirang,612,2019-03,7187,113,,8381,2125,0,0,0,565,0,0,128
Darrang,283,2019-03,17168,266,,18750,9071,0,0,0,56,0,1086,218
Dhemaji,284,2019-03,14837,249,,13470,7179,74,7,10,386,0,464,307
Dhubri,285,2019-03,45993,896,,47913,14489,67,70,94,190,1,52,754
Dibrugarh,286,2019-03,23659,471,,22278,17596,0,0,0,560,0,0,601
Dima hasao,299,2019-03,3721,75,,3759,1919,0,0,0,101,0,114,61
Goalpara,287,2019-03,24088,626,,24510,8984,112,78,0,0,0,0,602
Golaghat,288,2019-03,14433,289,,14581,7955,9,0,0,415,5,14,419
Hailakandi,289,2019-03,13209,339,,14808,5872,0,0,1,196,0,0,371
Jorhat,290,2019-03,16497,271,,17076,11721,131,197,227,655,0,115,563
Kamrup metro,618,2019-03,36656,1112,,35272,31467,0,0,0,201,0,261,1425
Kamrup rural,291,2019-03,19817,241,,21858,7249,0,0,0,28,0,360,238
Karbi anglong,292,2019-03,17053,316,,20186,7031,0,4,0,75,0,30,172
Karimganj,293,2019-03,27968,966,,31944,13182,0,0,0,56,0,0,828
Kokrajhar,294,2019-03,15454,313,,17095,8574,15,6,1,791,0,434,406
Lakhimpur,295,2019-03,17993,295,,21979,10897,14,0,14,912,0,32,253
Marigaon,296,2019-03,18144,193,,21366,6287,0,0,0,5,0,26,165
Nagaon,297,2019-03,58678,1397,,56344,30666,84,40,33,24658,0,388,525
Nalbari,298,2019-03,12527,98,,12719,9336,1,2,1,33,0,560,232
Sivasagar,300,2019-03,13770,203,,14643,8709,0,0,0,39,1,0,167
Sonitpur,301,2019-03,34633,680,,37593,17732,107,13,1,633,2,240,578
Tinsukia,302,2019-03,22326,212,,21368,9010,0,0,0,23,0,0,197
Udalguri,617,2019-03,8385,133,,11003,5028,7,11,13,271,0,307,184
Araria,188,2019-03,71005,821,,82933,55866,9,16,4,43904,0,516,72
Arwal,611,2019-03,10980,141,,14454,10677,0,2,2,11087,0,4,184
Banka,190,2019-03,39842,583,,46686,33916,142,2,19,34808,0,320,549
Begusarai,191,2019-03,73057,586,,80524,70373,0,0,0,52745,1,15,171
Bhagalpur,192,2019-03,61486,1130,,74923,49976,0,0,0,46702,0,674,1673
Bhojpur,193,2019-03,41266,506,,66308,53218,87,59,7,37471,0,110,122
Buxar,194,2019-03,23637,247,,38218,25058,2,0,0,26241,1,293,224
Darbhanga,195,2019-03,83728,1114,,119310,69516,0,0,0,61961,0,58,47
Purbi champaran,213,2019-03,97344,756,,145433,69911,0,0,0,91903,0,25,175
Gaya,196,2019-03,74541,847,,104361,60305,581,666,191,70401,0,205,331
Gopalganj,197,2019-03,41989,530,,68915,45167,0,0,0,44066,1,22,86
Jamui,198,2019-03,45054,597,,47772,32127,0,0,0,31132,0,10,205
Jehanabad,199,2019-03,15239,199,,25981,20714,6,3,8,18033,0,64,78
Kaimur (bhabua),200,2019-03,25231,282,,34786,24729,2,0,0,26140,1,0,303
Katihar,201,2019-03,77406,1016,,97795,68353,25,33,54,50487,0,804,118
Khagaria,202,2019-03,45310,542,,49879,41641,0,0,0,33834,2,1,25
Kishanganj,203,2019-03,43968,704,,53088,33900,0,0,0,26217,0,380,925
Lakhisarai,204,2019-03,18633,207,,23601,15742,1,0,0,16276,0,122,18
Madhepura,205,2019-03,54381,864,,60283,46796,27,39,17,43532,1,5,10
Madhubani,206,2019-03,77529,822,,108858,62557,3,0,0,62704,0,35,163
Munger,207,2019-03,24194,374,,28092,21500,1,2,24,17777,1,2,279
Muzaffarpur,208,2019-03,91191,997,,112048,66582,39,19,6,77049,9,493,414
Nalanda,209,2019-03,52017,646,,67070,45442,0,0,0,49514,4,1281,168
Nawada,210,2019-03,38934,579,,55402,33233,15,1,32,36402,0,8,26
Patna,212,2019-03,73104,1025,,129814,86727,327,127,157,80908,0,17,1036
Purnia,214,2019-03,89308,1152,,105769,83632,0,0,0,63115,0,5,1032
Rohtas,215,2019-03,33741,343,,59987,36580,0,0,0,47624,1,42,54
Saharsa,216,2019-03,50730,609,,58962,46443,158,4,2,38886,0,116,259
Samastipur,217,2019-03,96566,974,,109484,95659,0,0,0,58071,3,25,703
Saran,218,2019-03,71574,625,,91678,58567,25,9,7,58863,4,65,99
Sheikhpura,219,2019-03,14939,202,,16736,12707,27,22,1,12810,0,52,85
Sheohar,220,2019-03,14662,211,,23134,16796,22,0,0,12125,0,0,43
Sitamarhi,221,2019-03,65887,882,,97532,59945,42,32,29,65952,0,1159,156
Siwan,222,2019-03,49390,526,,77766,49076,0,0,0,52494,0,566,61
Supaul,223,2019-03,57667,628,,64130,47931,0,0,0,38669,0,481,218
Vaishali,224,2019-03,67742,658,,82383,63785,0,0,0,60800,2,550,294
Pashchim champaran,211,2019-03,91805,943,,118958,88446,0,0,0,82734,0,31,126
Chandigarh,044,2019-03,28792,640,,27606,27362,62,88,58,42,3,31,1553
Balod,646,2019-03,10901,229,,12389,11186,0,0,0,3512,0,10,227
Baloda bazar,644,2019-03,23246,466,,30222,21472,3,2,0,5865,0,70,229
Bastar,374,2019-03,18515,629,,17588,15025,0,0,0,5160,0,164,388
Bemetara,650,2019-03,12813,177,,16690,13474,0,0,0,3445,0,31,92
Dantewada,376,2019-03,6038,175,,6212,5416,1,0,0,3979,0,7,211
Dhamtari,377,2019-03,15703,355,,16640,16703,104,82,54,4272,0,613,202
Durg,378,2019-03,29804,367,,31194,26478,0,0,0,11215,0,0,439
Gariyaband,645,2019-03,8994,240,,11812,8656,0,0,0,1661,0,213,222
Janjgir-champa,379,2019-03,25442,466,,34730,19532,25,8,13,6468,0,46,69
Jashpur,380,2019-03,14629,384,,17654,11283,5,5,0,2227,0,208,221
Kanker,381,2019-03,10509,282,,12427,11953,2,4,10,2865,0,473,192
Kondagaon,643,2019-03,10753,397,,13410,7712,0,0,0,3906,0,121,281
Korba,383,2019-03,23522,302,,30305,23924,0,0,0,6820,0,823,151
Korea,384,2019-03,11709,304,,12937,7762,39,11,0,3066,0,16,249
Mahasamund,385,2019-03,17845,403,,18529,16136,5,0,0,4359,0,139,354
Mungeli,647,2019-03,14042,239,,21802,14769,78,18,0,4001,0,151,137
Narayanpur,637,2019-03,3333,94,,2881,1814,0,0,0,995,0,0,31
Raipur,387,2019-03,43652,538,,45233,45111,51,0,0,5314,0,142,348
Rajnandgaon,388,2019-03,34210,845,,35849,29345,619,498,351,5732,0,313,683
Sukma,642,2019-03,4933,147,,5912,3846,2,0,0,2908,0,96,211
Surajpur,648,2019-03,12784,275,,14229,10692,5,0,0,3354,0,7,234
Surguja,389,2019-03,21541,535,,23877,20501,2886,2296,2307,11623,0,14,653
Dadra and nagar haveli,465,2019-03,9040,165,,8863,8937,0,2,0,0,0,5139,250
Daman,463,2019-03,3231,17,,4213,3615,48,28,24,70,0,4,48
Diu,464,2019-03,630,6,,759,731,0,0,0,0,0,80,5
Central,077,2019-03,42202,817,,39091,36983,2132,1671,1508,4717,0,11,659
New delhi,079,2019-03,47070,1247,,45966,41543,343,172,135,3105,0,3,2454
North east,081,2019-03,8088,79,,11873,6811,216,213,256,5205,0,2,121
North west,082,2019-03,43310,831,,41724,36028,1816,1251,935,3504,1,10,437
Shahdara,671,2019-03,40754,976,,41995,39749,424,282,234,2978,1,27,147
South east,670,2019-03,14142,97,,15466,10631,2439,1713,1594,5794,1,12,31
South west,084,2019-03,17736,177,,18993,16453,2131,1014,793,5310,0,1,103
North goa,551,2019-03,9033,147,,9698,8684,41,9,19,0,1,5,136
South goa,552,2019-03,8929,19,,8681,8386,13,19,24,1,1,19,17
Ahmadabad,438,2019-03,141787,1068,,150278,139091,22,15,9,60979,1,507,1349
Amreli,439,2019-03,20329,110,,27309,25572,9,0,0,15754,0,142,297
Anand,440,2019-03,34046,465,,34031,28213,0,0,0,12935,0,99,686
Arvalli,672,2019-03,20085,276,,20921,19358,198,160,169,8949,0,4,355
Banas kantha,441,2019-03,72768,1043,,70278,53623,2,0,0,34233,0,6830,1528
Bharuch,442,2019-03,24213,245,,31505,25351,0,0,0,11893,0,325,278
Bhavnagar,443,2019-03,49783,426,,54908,39783,1928,1688,1682,19533,1,466,546
Botad,676,2019-03,13384,32,,13265,13380,0,0,0,7471,1,28,75
Chhotaudepur,668,2019-03,16861,361,,19010,14797,0,0,0,15235,0,12,280
Dohad,445,2019-03,61841,619,,60391,55745,116,96,80,23940,0,122,1130
Devbhumi dwarka,674,2019-03,13471,161,,15319,14154,209,161,177,7598,0,2,271
Gandhinagar,446,2019-03,25680,206,,38090,25634,53,15,21,10839,0,38,448
Gir somnath,675,2019-03,19749,270,,22636,23056,1354,1043,1130,14541,1,169,324
Jamnagar,447,2019-03,21323,418,,26669,23643,11,1,1,17653,1,16,772
Junagadh,448,2019-03,21981,243,,20820,21496,5,2,0,8346,0,60,264
Kachchh,449,2019-03,43864,529,,55896,37936,5768,5167,5739,24485,3,399,512
Kheda,450,2019-03,47906,321,,44840,40998,400,127,63,22589,0,38,456
Mahesana,451,2019-03,33720,450,,34765,28044,30,10,9,15055,0,1,726
Mahisagar,669,2019-03,25643,137,,21693,10114,164,65,169,8658,0,221,327
Morbi,673,2019-03,24873,161,,21276,22858,24,1,0,12568,0,0,257
Narmada,452,2019-03,8021,155,,7675,7697,0,0,0,3191,0,2312,264
Navsari,453,2019-03,15316,93,,17345,18208,0,1,1,7039,0,64,166
Panch mahals,454,2019-03,35805,426,,34662,27234,419,184,139,14227,0,60,806
Patan,455,2019-03,30405,250,,27861,30202,0,0,0,23912,0,403,385
Porbandar,456,2019-03,8073,53,,7629,8020,0,0,0,5456,0,9,138
Rajkot,457,2019-03,62797,551,,65099,63844,80,30,52,23118,1,1516,1652
Sabar kantha,458,2019-03,29982,504,,32456,31369,180,184,145,13569,0,198,592
Surat,459,2019-03,102622,752,,103421,97544,167,138,355,48977,0,55,1519
Surendranagar,460,2019-03,22751,269,,31376,29825,143,47,83,12782,0,383,372
Tapi,641,2019-03,8061,96,,8130,7750,0,0,0,4890,0,43,226
Dang,444,2019-03,4444,58,,6472,5673,7,0,13,2073,8,167,136
Vadodara,461,2019-03,46848,1189,,60124,55594,74,20,58,24774,0,229,1787
Valsad,462,2019-03,29204,249,,31013,27532,31,6,28,9945,0,5,257
Ambala,058,2019-03,18152,319,,18451,17631,0,0,0,582,0,37,272
Bhiwani,059,2019-03,20997,710,,23008,13214,64,48,31,1890,0,11,423
Charki dadri,701,2019-03,5045,34,,6295,2905,17,1,20,537,0,14,87
Faridabad,060,2019-03,45639,359,,48823,39946,29,24,25,5446,0,432,764
Fatehabad,061,2019-03,15686,197,,16123,12891,33,24,34,1851,0,176,416
Gurugram,062,2019-03,33222,235,,38269,33253,0,0,0,925,0,1,398
Hisar,063,2019-03,32129,797,,34503,30688,0,0,0,1167,1,117,591
Jhajjar,064,2019-03,11944,66,,13907,11742,79,12,156,486,0,253,229
Jind,065,2019-03,20772,140,,24079,20756,0,0,0,1109,0,128,405
Kaithal,066,2019-03,19068,168,,20135,18899,0,0,16,2040,0,593,350
Karnal,067,2019-03,25312,305,,28197,26014,91,62,39,1895,0,16,660
Kurukshetra,068,2019-03,15559,159,,13975,12520,138,126,20,2242,0,90,298
Mahendragarh,069,2019-03,13716,166,,14895,12320,51,30,34,2877,0,0,241
Nuh,604,2019-03,46961,963,,45835,31886,2549,493,350,6922,0,133,1416
Palwal,619,2019-03,24340,363,,29417,21186,280,200,218,1404,0,9,600
Panchkula,070,2019-03,12146,174,,12450,12038,184,133,116,437,0,59,88
Panipat,071,2019-03,25612,455,,26865,24617,145,12,119,4042,1,203,587
Rewari,072,2019-03,17178,82,,17814,17642,180,111,115,891,0,0,206
Rohtak,073,2019-03,25861,876,,25023,23230,0,0,0,1138,1,233,1245
Sirsa,074,2019-03,22451,265,,28711,26680,290,264,286,5492,0,121,372
Sonipat,075,2019-03,26253,427,,32588,25124,0,3,1,2912,0,4,361
Yamunanagar,076,2019-03,21809,302,,22551,21885,0,0,0,759,0,84,446
Chamba,016,2019-03,7739,115,,7778,4073,0,0,0,0,0,58,160
Kangra,018,2019-03,17589,244,,21118,19968,0,0,0,0,0,793,397
Kinnaur,019,2019-03,488,11,,493,411,0,0,0,0,0,115,4
Kullu,020,2019-03,5728,55,,5737,5275,0,0,0,0,0,89,84
Lahul and spiti,021,2019-03,87,1,,88,73,0,0,0,0,0,0,0
Mandi,022,2019-03,10256,97,,10220,9364,0,0,0,0,0,177,196
Shimla,023,2019-03,14685,237,,14540,13570,0,0,0,0,0,5,227
Sirmaur,024,2019-03,6283,104,,6607,5335,0,0,0,0,0,334,173
Solan,025,2019-03,7760,90,,9072,6984,0,0,0,0,1,679,61
Una,026,2019-03,6269,80,,6074,4837,0,0,0,0,0,41,79
Anantnag,001,2019-03,14533,220,,16323,16379,0,0,0,7986,0,660,46
Budgam,002,2019-03,3509,8,,3927,3511,0,0,0,6052,0,0,19
Bandipora,623,2019-03,3147,28,,3567,3079,0,0,0,2918,0,1,18
Baramulla,003,2019-03,13473,197,,14744,13402,0,0,0,11164,0,11,87
Doda,004,2019-03,5597,62,,6066,5075,0,0,0,3494,0,1,11
Ganderbal,626,2019-03,1730,12,,1976,1854,0,0,0,2822,0,4,3
Jammu,005,2019-03,34032,810,,34065,33816,0,0,0,11970,0,0,968
Kargil,006,2019-03,2172,13,,2078,2102,6,8,6,1733,0,0,38
Kathua,007,2019-03,7399,151,,7838,7274,0,0,0,4647,0,0,10
Kishtwar,620,2019-03,3730,79,,4575,4331,9,0,3,2715,0,0,11
Kulgam,622,2019-03,4043,39,,4468,3949,0,0,0,5268,0,348,48
Kupwara,008,2019-03,8739,124,,11322,10649,0,0,0,8498,0,0,29
Leh ladakh,009,2019-03,1811,19,,1810,1794,0,0,0,898,0,11,15
Poonch,010,2019-03,10323,325,,11013,8423,17,0,3,4400,0,14,84
Pulwama,011,2019-03,5133,54,,5537,5343,0,0,0,4218,0,350,31
Rajouri,012,2019-03,12366,17,,15076,11536,0,0,0,7170,0,0,27
Ramban,621,2019-03,4918,36,,5348,4450,0,0,0,3308,0,0,0
Reasi,627,2019-03,5269,54,,4987,4758,0,0,0,2595,0,1186,0
Samba,624,2019-03,1503,1,,2034,1914,0,3,3,2110,0,0,26
Shopian,625,2019-03,1159,15,,1182,1118,0,0,0,1984,0,2,18
Srinagar,013,2019-03,42244,1432,,39849,39707,4,0,0,9298,0,3,606
Udhampur,014,2019-03,9101,118,,11155,9385,0,0,0,5129,0,0,48
Bokaro,322,2019-03,47871,198,,50441,28153,38,24,41,10826,0,712,245
Chatra,323,2019-03,23134,260,,23133,13173,349,278,361,3325,0,336,151
Deoghar,324,2019-03,36346,333,,38167,24137,10,0,9,3391,0,123,140
Dhanbad,325,2019-03,57182,358,,56116,25037,26,17,25,3434,0,117,33
Dumka,326,2019-03,28078,459,,29806,16324,0,0,7,0,0,656,366
Giridih,329,2019-03,47296,421,,57235,23398,94,17,31,8939,0,171,190
Godda,330,2019-03,31856,504,,33186,20229,83,71,104,2625,0,1429,127
Gumla,331,2019-03,19074,378,,20273,13992,0,0,0,3720,1,237,236
Hazaribagh,332,2019-03,37208,331,,42246,26383,13,2,35,8037,0,320,158
Jamtara,333,2019-03,17487,251,,20429,11353,12,4,190,2242,0,126,112
Khunti,606,2019-03,10155,150,,11257,7476,18,12,14,2180,0,72,103
Koderma,334,2019-03,18439,279,,20996,13843,28,29,88,886,0,116,38
Latehar,335,2019-03,17372,287,,16945,7971,116,60,148,1436,0,14,94
Lohardaga,336,2019-03,11082,119,,10938,7381,13,8,13,3459,0,862,88
Pakur,337,2019-03,22331,266,,24594,12994,79,21,145,4086,0,134,157
Palamu,338,2019-03,46507,675,,47757,29283,77,1,0,2836,5,5,255
West singhbhum,343,2019-03,37853,752,,37651,21017,158,50,80,6230,0,121,535
East singhbum,327,2019-03,38725,721,,40020,33193,1042,273,207,4033,0,1264,427
Ramgarh,607,2019-03,16199,136,,20283,14161,15,8,2,4491,0,133,132
Ranchi,339,2019-03,66132,292,,80598,48696,114,13,76,7065,0,2076,284
Sahebganj,340,2019-03,31748,712,,31119,20509,0,0,0,671,0,119,127
Saraikela kharsawan,341,2019-03,26436,385,,25677,14959,12,1,5,5283,0,15,323
Simdega,342,2019-03,11857,254,,11395,7427,49,26,32,3738,0,32,89
Bagalkote,524,2019-03,39937,219,,44145,32119,0,0,0,0,0,3,198
Bengaluru rural,526,2019-03,8015,43,,8591,7995,73,43,43,142,0,46,28
Bengaluru urban,525,2019-03,119027,1487,,147140,120994,416,112,169,200,2,162,1041
Belagavi,527,2019-03,71303,766,,94565,78242,202,101,199,1272,0,217,515
Ballari,528,2019-03,44223,659,,51277,35432,41,1,27,134,0,318,502
Bidar,529,2019-03,29581,130,,33964,24961,204,106,232,2234,0,105,275
Chamarajanagara,531,2019-03,8904,66,,8865,8741,0,0,1,17,0,148,50
Chikkaballapura,630,2019-03,15160,136,,15043,14532,4,3,9,71,1,622,141
Chikkamagaluru,532,2019-03,12418,73,,12767,12206,0,0,0,93,0,91,76
Chitradurga,533,2019-03,20515,191,,22992,19563,42,21,31,318,0,20,236
Dakshina kannada,534,2019-03,35983,310,,35477,35443,5,3,2,0,1,7,442
Davangere,535,2019-03,30115,142,,30457,27739,55,41,99,833,1,351,476
Dharwad,536,2019-03,35269,659,,33468,32466,14,3,87,598,0,1,557
Gadag,537,2019-03,17810,227,,18416,18275,8,8,3,3,0,2069,136
Kalaburagi,538,2019-03,48195,540,,68509,43279,177,124,137,1066,5,300,979
Hassan,539,2019-03,21251,59,,21199,19956,23,4,3,76,0,312,418
Haveri,540,2019-03,21348,245,,26743,20261,36,20,36,598,0,302,137
Kodagu,541,2019-03,6640,64,,6699,6451,23,23,15,3,1,1375,44
Kolar,542,2019-03,21437,109,,21025,20227,45,106,52,3296,0,11,191
Koppal,543,2019-03,29634,444,,35112,28400,335,99,137,554,1,562,363
Mandya,544,2019-03,17834,119,,18488,16341,3,1,1,8,2,61,271
Mysuru,545,2019-03,40095,214,,39263,36783,11,14,0,204,1,19,775
Raichur,546,2019-03,41994,579,,52108,38510,81,40,88,477,5,167,829
Ramanagara,631,2019-03,8774,11,,11036,9751,23,21,9,60,0,2,39
Shivamogga,547,2019-03,26368,308,,25146,23721,0,0,0,3,0,3,506
Tumakuru,548,2019-03,30896,126,,29872,28847,0,0,0,6,0,26,394
Udupi,549,2019-03,14989,97,,14351,14532,279,181,115,28,2,7,140
Uttara kannada,550,2019-03,20217,180,,19931,18771,100,92,116,246,0,9,203
Yadgir,635,2019-03,25500,229,,37630,27859,772,471,413,2387,0,792,250
Alappuzha,554,2019-03,17548,42,,17119,16333,1,22,8,406,0,104,38
Ernakulam,555,2019-03,43318,149,,42876,42488,83,9,6,1376,0,79,132
Idukki,556,2019-03,11468,52,,11987,11711,10,10,7,65,0,7,29
Kozhikode,561,2019-03,54364,477,,54443,53700,17,19,39,2069,3,227,366
Kannur,557,2019-03,43431,197,,41928,40781,43,51,86,2557,0,46,131
Kasaragod,558,2019-03,19920,43,,19141,17670,46,19,23,418,0,323,71
Kollam,559,2019-03,26527,29,,25592,25163,2,2,4,340,5,571,28
Kottayam,560,2019-03,24200,142,,25060,24820,0,3,9,578,0,25,118
Malappuram,562,2019-03,92769,289,,88707,79435,117,21,63,402,0,232,206
Palakkad,563,2019-03,35542,70,,35589,34340,303,208,201,239,0,83,49
Pathanamthitta,564,2019-03,15028,35,,15174,15083,31,2,3,427,0,13,21
Thiruvananthapuram,565,2019-03,45041,288,,43319,40672,294,226,214,1146,8,181,378
