InChIKey|dcid|IUPACName|Name|CommonName|TypeOf|Symbol|InChI|Type|AtomicNumber|CID|SameAs|Input
KRHYYFGTRYWZRS-UHFFFAOYSA-N|inChIKey/KRHYYFGTRYWZRS-UHFFFAOYSA-N|fluorane|"fluorane|HYDROGENFLUORIDE"|FLUORANE|dcs:ChemicalCompound|"HF|FH"|InChI=1S/FH/h1H|||14917||HYDROGEN FLUORIDE
RWSOTUBLDIXVET-UHFFFAOYSA-N|inChIKey/RWSOTUBLDIXVET-UHFFFAOYSA-N|sulfane|"sulfane|HYDROGENSULFIDE"|SULFANE|dcs:ChemicalCompound|H2S|InChI=1S/H2S/h1H2|||402||HYDROGEN SULFIDE
SXQBHARYMNFBPS-UHFFFAOYSA-N|inChIKey/SXQBHARYMNFBPS-UHFFFAOYSA-N|\"hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene\"|"\"hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene\"|\"INDENOCDPYRENE\""|\"HEXACYCLO[16.3.1.02,7.08,21.011,20.014,19]DOCOSA-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-UNDECAENE\"|dcs:ChemicalCompound|C22H12|InChI=1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H|||9131||INDENO(1,2,3-CD)PYRENE
XMBWDFGMSWQBCA-NJFSPNSNSA-N|inChIKey/XMBWDFGMSWQBCA-NJFSPNSNSA-N|iodane|"iodane|IODINE"|IODANE|dcs:ChemicalCompound|HI|InChI=1S/HI/h1H/i1+2|||6433622||IODINE-129
QBYJBZPUGVGKQQ-DIFDVCDBSA-N|inChIKey/QBYJBZPUGVGKQQ-DIFDVCDBSA-N|\"(1S,2S,3R,6S,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene\"|"\"(1S,2S,3R,6S,7R,8R)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene\"|\"ISODRIN\""|\"(1S,2S,3R,6S,7R,8R)-1,8,9,10,11,11-HEXACHLOROTETRACYCLO[6.2.1.13,6.02,7]DODECA-4,9-DIENE\"|dcs:ChemicalCompound|C12H8Cl6|InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6-,7+,10-,11+|||12310946||ISODRIN
WABPQHHGFIMREM-AKLPVKDBSA-N|inChIKey/WABPQHHGFIMREM-AKLPVKDBSA-N|lead-210|LEAD|LEAD|dcs:ChemicalElement|Pb|InChI=1S/Pb/i1+3||82|6328175||LEAD-210
WABPQHHGFIMREM-BKFZFHPZSA-N|inChIKey/WABPQHHGFIMREM-BKFZFHPZSA-N|lead-212|LEAD|LEAD|dcs:ChemicalElement|Pb|InChI=1S/Pb/i1+5||82|6335491||LEAD-212
GUWSLQUAAYEZAF-UHFFFAOYSA-L|inChIKey/GUWSLQUAAYEZAF-UHFFFAOYSA-L|lead(2+);diacetate|"lead(2+);diacetate|LEADIIACETATE"|LEAD(2+);DIACETATE|dcs:ChemicalCompound|C4H6O4Pb|InChI=1S/2C2H4O2.Pb/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2|||9317||LEAD(II) ACETATE
XKJMBINCVNINCA-UHFFFAOYSA-N|inChIKey/XKJMBINCVNINCA-UHFFFAOYSA-N|3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea|"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea|LINURON"|3-(3,4-DICHLOROPHENYL)-1-METHOXY-1-METHYLUREA|dcs:ChemicalCompound|C9H10Cl2N2O2|InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)|||9502||LINURON
JXSJBGJIGXNWCI-UHFFFAOYSA-N|inChIKey/JXSJBGJIGXNWCI-UHFFFAOYSA-N|diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate|"diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate|MALATHION"|DIETHYL 2-DIMETHOXYPHOSPHINOTHIOYLSULFANYLBUTANEDIOATE|dcs:ChemicalCompound|C10H19O6PS2|InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3|||4004||MALATHION
PWHULOQIROXLJO-BJUDXGSMSA-N|inChIKey/PWHULOQIROXLJO-BJUDXGSMSA-N|manganese-54|MANGANESE|MANGANESE|dcs:ChemicalElement|Mn|InChI=1S/Mn/i1-1||25|104743||MANGANESE-54
WNTGYJSOUMFZEP-UHFFFAOYSA-N|inChIKey/WNTGYJSOUMFZEP-UHFFFAOYSA-N|2-(4-chloro-2-methylphenoxy)propanoic acid|"2-(4-chloro-2-methylphenoxy)propanoic acid|MECOPROP"|2-(4-CHLORO-2-METHYLPHENOXY)PROPANOIC ACID|dcs:ChemicalCompound|C10H11ClO3|InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)|||7153|dcid:bio/CHEMBL272942|MECOPROP
LSDPWZHWYPCBBB-UHFFFAOYSA-N|inChIKey/LSDPWZHWYPCBBB-UHFFFAOYSA-N|methanethiol|METHANETHIOL|METHANETHIOL|dcs:ChemicalCompound|"CH3SH|CH4S"|InChI=1S/CH4S/c1-2/h2H,1H3|||878||METHANETHIOL
OKKJLVBELUTLKV-UHFFFAOYSA-N|inChIKey/OKKJLVBELUTLKV-UHFFFAOYSA-N|methanol|METHANOL|METHANOL|dcs:ChemicalCompound|CH4O|InChI=1S/CH4O/c1-2/h2H,1H3|||887|dcid:bio/CHEMBL14688|METHANOL
YFBPRJGDJKVWAH-UHFFFAOYSA-N|inChIKey/YFBPRJGDJKVWAH-UHFFFAOYSA-N|(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate|"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate|METHIOCARB"|(3,5-DIMETHYL-4-METHYLSULFANYLPHENYL) N-METHYLCARBAMATE|dcs:ChemicalCompound|C11H15NO2S|InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)|||16248||METHIOCARB
IAKOZHOLGAGEJT-UHFFFAOYSA-N|inChIKey/IAKOZHOLGAGEJT-UHFFFAOYSA-N|\"1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene\"|"\"1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene\"|\"METHOXYCHLOR\""|\"1-METHOXY-4-[2,2,2-TRICHLORO-1-(4-METHOXYPHENYL)ETHYL]BENZENE\"|dcs:ChemicalCompound|C16H15Cl3O2|InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3|||4115||METHOXYCHLOR
VVQNEPGJFQJSBK-UHFFFAOYSA-N|inChIKey/VVQNEPGJFQJSBK-UHFFFAOYSA-N|methyl 2-methylprop-2-enoate|"methyl 2-methylprop-2-enoate|METHYLMETHYLPROPENOATE"|METHYL 2-METHYLPROP-2-ENOATE|dcs:ChemicalCompound|C5H8O2|InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3|||6658||METHYL 2-METHYLPROP-2-ENOATE
KXKVLQRXCPHEJC-UHFFFAOYSA-N|inChIKey/KXKVLQRXCPHEJC-UHFFFAOYSA-N|methyl acetate|"methyl acetate|METHYLACETATE"|METHYL ACETATE|dcs:ChemicalCompound|C3H6O2|InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3|||6584||METHYL ACETATE
UAEPNZWRGJTJPN-UHFFFAOYSA-N|inChIKey/UAEPNZWRGJTJPN-UHFFFAOYSA-N|methylcyclohexane|METHYLCYCLOHEXANE|METHYLCYCLOHEXANE|dcs:ChemicalCompound|C7H14|InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3|||7962||METHYLCYCLOHEXANE
JVJUWCMBRUMDDQ-UHFFFAOYSA-N|inChIKey/JVJUWCMBRUMDDQ-UHFFFAOYSA-N|\"[(E)-[amino-(cyanoamino)methylidene]amino]-methylmercury\"|"\"[(E)-[amino-(cyanoamino)methylidene]amino]-methylmercury\"|\"METHYLMERCURYDICYANDIAMIDE\""|\"[(E)-[AMINO-(CYANOAMINO)METHYLIDENE]AMINO]-METHYLMERCURY\"|dcs:ChemicalCompound|C3H6HgN4|InChI=1S/C2H3N4.CH3.Hg/c3-1-6-2(4)5;;/h(H3-,4,5,6);1H3;/q-1;;+1|||16682942||METHYLMERCURY DICYANDIAMIDE
RLBIQVVOMOPOHC-UHFFFAOYSA-N|inChIKey/RLBIQVVOMOPOHC-UHFFFAOYSA-N|dimethoxy-(4-nitrophenoxy)-sulfanylidene-λ5-phosphane|"dimethoxy-(4-nitrophenoxy)-sulfanylidene-λ5-phosphane|METHYLPARATHION"|DIMETHOXY-(4-NITROPHENOXY)-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C8H10NO5PS|InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3|||4130||METHYL PARATHION
YACKEPLHDIMKIO-UHFFFAOYSA-N|inChIKey/YACKEPLHDIMKIO-UHFFFAOYSA-N|methylphosphonic acid|"methylphosphonic acid|METHYLPHOSPHONICACID"|METHYLPHOSPHONIC ACID|dcs:ChemicalCompound|CH5O3P|InChI=1S/CH5O3P/c1-5(2,3)4/h1H3,(H2,2,3,4)|||13818||METHYLPHOSPHONIC ACID
BAPJBEWLBFYGME-UHFFFAOYSA-N|inChIKey/BAPJBEWLBFYGME-UHFFFAOYSA-N|methyl prop-2-enoate|"methyl prop-2-enoate|METHYLPROPENOATE"|METHYL PROP-2-ENOATE|dcs:ChemicalCompound|C4H6O2|InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3|||7294||METHYL PROP-2-ENOATE
GEPDYQSQVLXLEU-AATRIKPKSA-N|inChIKey/GEPDYQSQVLXLEU-AATRIKPKSA-N|methyl (E)-3-dimethoxyphosphoryloxybut-2-enoate|"methyl (E)-3-dimethoxyphosphoryloxybut-2-enoate|MEVINPHOS"|METHYL (E)-3-DIMETHOXYPHOSPHORYLOXYBUT-2-ENOATE|dcs:ChemicalCompound|C7H13O6P|InChI=1S/C7H13O6P/c1-6(5-7(8)10-2)13-14(9,11-3)12-4/h5H,1-4H3/b6-5+|||5355863|dcid:bio/CHEMBL1903674|MEVINPHOS
GVYLCNUFSHDAAW-UHFFFAOYSA-N|inChIKey/GVYLCNUFSHDAAW-UHFFFAOYSA-N|\"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane\"|"\"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane\"|\"MIREX\""|\"1,2,3,4,5,5,6,7,8,9,10,10-DODECACHLOROPENTACYCLO[5.3.0.02,6.03,9.04,8]DECANE\"|dcs:ChemicalCompound|C10Cl12|InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18|||16945||MIREX
DEDOPGXGGQYYMW-UHFFFAOYSA-N|inChIKey/DEDOPGXGGQYYMW-UHFFFAOYSA-N|S-ethyl azepane-1-carbothioate|"S-ethyl azepane-1-carbothioate|MOLINATE"|S-ETHYL AZEPANE-1-CARBOTHIOATE|dcs:ChemicalCompound|C9H17NOS|InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3|||16653||MOLINATE
KRTSDMXIXPKRQR-AATRIKPKSA-N|inChIKey/KRTSDMXIXPKRQR-AATRIKPKSA-N|\"dimethyl [(E)-4-(methylamino)-4-oxobut-2-en-2-yl] phosphate\"|"\"dimethyl [(E)-4-(methylamino)-4-oxobut-2-en-2-yl] phosphate\"|\"MONOCROTOPHOS\""|\"DIMETHYL [(E)-4-(METHYLAMINO)-4-OXOBUT-2-EN-2-YL] PHOSPHATE\"|dcs:ChemicalCompound|C7H14NO5P|InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+|||5371562||MONOCROTOPHOS
UFWIBTONFRDIAS-UHFFFAOYSA-N|inChIKey/UFWIBTONFRDIAS-UHFFFAOYSA-N|naphthalene|NAPHTHALENE|NAPHTHALENE|dcs:ChemicalCompound|C10H8|InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H|||931||NAPHTHALENE
WVRFSLWCFASCIS-UHFFFAOYSA-N|inChIKey/WVRFSLWCFASCIS-UHFFFAOYSA-N|3-(3-ethylcyclopentyl)propanoic acid|"3-(3-ethylcyclopentyl)propanoic acid|NAPHTHENICACIDS"|3-(3-ETHYLCYCLOPENTYL)PROPANOIC ACID|dcs:ChemicalCompound|C10H18O2|InChI=1S/C10H18O2/c1-2-8-3-4-9(7-8)5-6-10(11)12/h8-9H,2-7H2,1H3,(H,11,12)|||20849290|dcid:bio/CHEMBL3181903|NAPHTHENIC ACIDS
PXHVJJICTQNCMI-RNFDNDRNSA-N|inChIKey/PXHVJJICTQNCMI-RNFDNDRNSA-N|nickel-63|NICKEL|NICKEL|dcs:ChemicalElement|Ni|InChI=1S/Ni/i1+4||28|104905||NICKEL-63
IOVCWXUNBOPUCH-UHFFFAOYSA-M|inChIKey/IOVCWXUNBOPUCH-UHFFFAOYSA-M|nitrite|NITRITE|NITRITE|dcs:ChemicalCompound|NO2-|InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1|||946||NITRITE
LQNUZADURLCDLV-UHFFFAOYSA-N|inChIKey/LQNUZADURLCDLV-UHFFFAOYSA-N|nitrobenzene|NITROBENZENE|NITROBENZENE|dcs:ChemicalCompound|C6H5NO2|InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H|||7416||NITROBENZENE
SNIOPGDIGTZGOP-UHFFFAOYSA-N|inChIKey/SNIOPGDIGTZGOP-UHFFFAOYSA-N|1,3-dinitrooxypropan-2-yl nitrate|"1,3-dinitrooxypropan-2-yl nitrate|NITROGLYCERIN"|1,3-DINITROOXYPROPAN-2-YL NITRATE|dcs:ChemicalCompound|C3H5N3O9|InChI=1S/C3H5N3O9/c7-4(8)13-1-3(15-6(11)12)2-14-5(9)10/h3H,1-2H2|||4510||NITROGLYCERIN
AGUIVNYEYSCPNI-UHFFFAOYSA-N|inChIKey/AGUIVNYEYSCPNI-UHFFFAOYSA-N|N-methyl-N-(2,4,6-trinitrophenyl)nitramide|"N-methyl-N-(2,4,6-trinitrophenyl)nitramide|NMETHYLNTETRANITROANILINETETRYL"|N-METHYL-N-(2,4,6-TRINITROPHENYL)NITRAMIDE|dcs:ChemicalCompound|C7H5N5O8|InChI=1S/C7H5N5O8/c1-8(12(19)20)7-5(10(15)16)2-4(9(13)14)3-6(7)11(17)18/h2-3H,1H3|||10178||N-METHYL-N,2,4,6-TETRANITROANILINE (TETRYL)
YGJHZCLPZAZIHH-UHFFFAOYSA-N|inChIKey/YGJHZCLPZAZIHH-UHFFFAOYSA-N|N,N-dibutylnitrous amide|"N,N-dibutylnitrous amide|NNDIBUTYLNITROUSAMIDE"|N,N-DIBUTYLNITROUS AMIDE|dcs:ChemicalCompound|C8H18N2O|InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3|||13542||N,N-DIBUTYLNITROUS AMIDE
WBNQDOYYEUMPFS-UHFFFAOYSA-N|inChIKey/WBNQDOYYEUMPFS-UHFFFAOYSA-N|N,N-diethylnitrous amide|"N,N-diethylnitrous amide|NNDIETHYLNITROUSAMIDE"|N,N-DIETHYLNITROUS AMIDE|dcs:ChemicalCompound|C4H10N2O|InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3|||5921||N,N-DIETHYLNITROUS AMIDE
JLTDJTHDQAWBAV-UHFFFAOYSA-N|inChIKey/JLTDJTHDQAWBAV-UHFFFAOYSA-N|N,N-dimethylaniline|"N,N-dimethylaniline|NNDIMETHYLANILINE"|N,N-DIMETHYLANILINE|dcs:ChemicalCompound|C8H11N|InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3|||949||N,N-DIMETHYLANILINE
UBUCNCOMADRQHX-UHFFFAOYSA-N|inChIKey/UBUCNCOMADRQHX-UHFFFAOYSA-N|N,N-diphenylnitrous amide|"N,N-diphenylnitrous amide|NNDIPHENYLNITROUSAMIDE"|N,N-DIPHENYLNITROUS AMIDE|dcs:ChemicalCompound|C12H10N2O|InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H|||6838||N,N-DIPHENYLNITROUS AMIDE
YLKFDHTUAUWZPQ-UHFFFAOYSA-N|inChIKey/YLKFDHTUAUWZPQ-UHFFFAOYSA-N|N,N-dipropylnitrous amide|"N,N-dipropylnitrous amide|NNDIPROPYLNITROUSAMIDE"|N,N-DIPROPYLNITROUS AMIDE|dcs:ChemicalCompound|C6H14N2O|InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3|||12130||N,N-DIPROPYLNITROUS AMIDE
UMFJAHHVKNCGLG-UHFFFAOYSA-N|inChIKey/UMFJAHHVKNCGLG-UHFFFAOYSA-N|N,N-dimethylnitrous amide|"N,N-dimethylnitrous amide|NNITROSODIMETHYLAMINE"|N,N-DIMETHYLNITROUS AMIDE|dcs:ChemicalCompound|C2H6N2O|InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3|||6124||N-NITROSODIMETHYLAMINE
BKIMMITUMNQMOS-UHFFFAOYSA-N|inChIKey/BKIMMITUMNQMOS-UHFFFAOYSA-N|nonane|NONANE|NONANE|dcs:ChemicalCompound|C9H20|InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3|||8141||NONANE
TVMXDCGIABBOFY-UHFFFAOYSA-N|inChIKey/TVMXDCGIABBOFY-UHFFFAOYSA-N|octane|OCTANE|OCTANE|dcs:ChemicalCompound|C8H18|InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3|||356|dcid:bio/CHEMBL134886|OCTANE
IZUKQUVSCNEFMJ-UHFFFAOYSA-N|inChIKey/IZUKQUVSCNEFMJ-UHFFFAOYSA-N|1,2-dinitrobenzene|"1,2-dinitrobenzene|ODINITROBENZENE"|1,2-DINITROBENZENE|dcs:ChemicalCompound|C6H4N2O4|InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H|||10707||O-DINITROBENZENE
AIGRXSNSLVJMEA-UHFFFAOYSA-N|inChIKey/AIGRXSNSLVJMEA-UHFFFAOYSA-N|ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-λ5-phosphane|"ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-λ5-phosphane|OETHYLONITROPHENYLPHENYLPHOSPHONOTHIOATE"|ETHOXY-(4-NITROPHENOXY)-PHENYL-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C14H14NO4PS|InChI=1S/C14H14NO4PS/c1-2-18-20(21,14-6-4-3-5-7-14)19-13-10-8-12(9-11-13)15(16)17/h3-11H,2H2,1H3|||16421|dcid:bio/CHEMBL3184641|O-ETHYL O-(4-NITROPHENYL) PHENYLPHOSPHONOTHIOATE
XIUROWKZWPIAIB-UHFFFAOYSA-N|inChIKey/XIUROWKZWPIAIB-UHFFFAOYSA-N|diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-λ5-phosphane|"diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-λ5-phosphane|OOOOTETRAETHYLDITHIODIPHOSPHATE"|DIETHOXYPHOSPHINOTHIOYLOXY-DIETHOXY-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C8H20O5P2S2|InChI=1S/C8H20O5P2S2/c1-5-9-14(16,10-6-2)13-15(17,11-7-3)12-8-4/h5-8H2,1-4H3|||19395|dcid:bio/CHEMBL3182477|O,O,O,O-TETRAETHYL DITHIODIPHOSPHATE
KZAUOCCYDRDERY-UITAMQMPSA-N|inChIKey/KZAUOCCYDRDERY-UITAMQMPSA-N|methyl (1Z)-2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate|"methyl (1Z)-2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate|OXAMYL"|METHYL (1Z)-2-(DIMETHYLAMINO)-N-(METHYLCARBAMOYLOXY)-2-OXOETHANIMIDOTHIOATE|dcs:ChemicalCompound|C7H13N3O3S|InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)/b9-5-|||9595287||OXAMYL
LCCNCVORNKJIRZ-UHFFFAOYSA-N|inChIKey/LCCNCVORNKJIRZ-UHFFFAOYSA-N|diethoxy-(4-nitrophenoxy)-sulfanylidene-λ5-phosphane|"diethoxy-(4-nitrophenoxy)-sulfanylidene-λ5-phosphane|PARATHION"|DIETHOXY-(4-NITROPHENOXY)-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C10H14NO5PS|InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3|||991|dcid:bio/CHEMBL261919|PARATHION
HFPZCAJZSCWRBC-UHFFFAOYSA-N|inChIKey/HFPZCAJZSCWRBC-UHFFFAOYSA-N|1-methyl-4-propan-2-ylbenzene|"1-methyl-4-propan-2-ylbenzene|PCYMENE"|1-METHYL-4-PROPAN-2-YLBENZENE|dcs:ChemicalCompound|C10H14|InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3|||7463||p-CYMENE
SGEJQUSYQTVSIU-UHFFFAOYSA-N|inChIKey/SGEJQUSYQTVSIU-UHFFFAOYSA-N|S-propyl N-butyl-N-ethylcarbamothioate|"S-propyl N-butyl-N-ethylcarbamothioate|PEBULATE"|S-PROPYL N-BUTYL-N-ETHYLCARBAMOTHIOATE|dcs:ChemicalCompound|C10H21NOS|InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3|||14215||PEBULATE
CHIFOSRWCNZCFN-UHFFFAOYSA-N|inChIKey/CHIFOSRWCNZCFN-UHFFFAOYSA-N|3,4-dimethyl-2,6-dinitro-N-pentan-3-ylaniline|"3,4-dimethyl-2,6-dinitro-N-pentan-3-ylaniline|PENDIMETHALIN"|3,4-DIMETHYL-2,6-DINITRO-N-PENTAN-3-YLANILINE|dcs:ChemicalCompound|C13H19N3O4|InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3|||38479||PENDIMETHALIN
CEOCDNVZRAIOQZ-UHFFFAOYSA-N|inChIKey/CEOCDNVZRAIOQZ-UHFFFAOYSA-N|1,2,3,4,5-pentachlorobenzene|PENTACHLOROBENZENE|1,2,3,4,5-PENTACHLOROBENZENE|dcs:ChemicalCompound|C6HCl5|InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H|||11855||PENTACHLOROBENZENE
BNIXVQGCZULYKV-UHFFFAOYSA-N|inChIKey/BNIXVQGCZULYKV-UHFFFAOYSA-N|1,1,1,2,2-pentachloroethane|PENTACHLOROETHANE|1,1,1,2,2-PENTACHLOROETHANE|dcs:ChemicalCompound|C2HCl5|InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H|||6419||PENTACHLOROETHANE
LKPLKUMXSAEKID-UHFFFAOYSA-N|inChIKey/LKPLKUMXSAEKID-UHFFFAOYSA-N|1,2,3,4,5-pentachloro-6-nitrobenzene|"1,2,3,4,5-pentachloro-6-nitrobenzene|PENTACHLORONITROBENZENE"|1,2,3,4,5-PENTACHLORO-6-NITROBENZENE|dcs:ChemicalCompound|C6Cl5NO2|InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9|||6720||PENTACHLORONITROBENZENE
IZUPBVBPLAPZRR-UHFFFAOYSA-N|inChIKey/IZUPBVBPLAPZRR-UHFFFAOYSA-N|2,3,4,5,6-pentachlorophenol|PENTACHLOROPHENOL|2,3,4,5,6-PENTACHLOROPHENOL|dcs:ChemicalCompound|C6HCl5O|InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H|||992||PENTACHLOROPHENOL
OFBQJSOFQDEBGM-UHFFFAOYSA-N|inChIKey/OFBQJSOFQDEBGM-UHFFFAOYSA-N|pentane|PENTANE|PENTANE|dcs:ChemicalCompound|C5H12|InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3|||8003||PENTANE
VLTRZXGMWDSKGL-UHFFFAOYSA-M|inChIKey/VLTRZXGMWDSKGL-UHFFFAOYSA-M|perchlorate|PERCHLORATE|PERCHLORATE|dcs:ChemicalCompound|ClO4-|InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)/p-1|||123351||PERCHLORATE
YFSUTJLHUFNCNZ-UHFFFAOYSA-N|inChIKey/YFSUTJLHUFNCNZ-UHFFFAOYSA-N|1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid|"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid|PERFLUOROOCTANESULFONICACID"|1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-HEPTADECAFLUOROOCTANE-1-SULFONIC ACID|dcs:ChemicalCompound|C8HF17O3S|InChI=1S/C8HF17O3S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H,26,27,28)|||74483||PERFLUOROOCTANE SULFONIC ACID
CPJSUEIXXCENMM-UHFFFAOYSA-N|inChIKey/CPJSUEIXXCENMM-UHFFFAOYSA-N|N-(4-ethoxyphenyl)acetamide|"N-(4-ethoxyphenyl)acetamide|PHENACETIN"|N-(4-ETHOXYPHENYL)ACETAMIDE|dcs:ChemicalCompound|C10H13NO2|InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)|||4754||PHENACETIN
YNPNZTXNASCQKK-UHFFFAOYSA-N|inChIKey/YNPNZTXNASCQKK-UHFFFAOYSA-N|phenanthrene|PHENANTHRENE|PHENANTHRENE|dcs:ChemicalCompound|C14H10|InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H|||995||PHENANTHRENE
